"Game ID","name","Points","Assists","Total rebounds","Steals","Blocks"
"18","jonas valanciunas","14","null","eight","null","null"
"18","kyle lowry","22","three","two","null","null"
"18","luol deng","18","three","four","a","a"
"18","shawne williams","16","null","null","null","null"
"18","vasquez","12","two","two","a","null"
"19","chris paul","20","20","null","three","null"
"19","crawford","22","null","null","null","null"
"19","marreese speights","17","null","null","null","null"
"20","aaron gordon","11","null","null","null","null"
"20","c. j. miles","16","null","null","null","null"
"20","elfrid payton","12","null","12","null","null"
"20","evan fournier","14","null","null","null","null"
"20","jeff teague","11","null","null","null","null"
"20","monta ellis","13","null","null","null","null"
"20","nikola vucevic","null","null","12","null","null"
"20","paul george","13","null","null","null","null"
"20","thaddeus young","11","null","null","null","null"
"21","deron williams","10","null","null","null","null"
"21","dirk nowitzki","14","three","10","a","a"
"21","jamychal green","13","null","null","null","null"
"21","marc gasol","21","six","10","null","null"
"21","mario chalmers","14","null","null","null","null"
"21","matt barnes","14","three","seven","pair","null"
"21","mike conley","21","six","four","null","null"
"21","raymond felton","16","null","null","null","null"
"21","wesley matthews","11","null","null","null","null"
"21","zaza pachulia","null","null","10","null","null"
"22","dirk nowitz","seven","null","null","null","null"
"22","harden","123","11","null","null","null"
"22","harrison barnes","21","null","null","null","null"
"22","ryan anderson","22","null","null","null","null"
"23","andrew wiggins","20","null","seven","null","null"
"23","arron afflalo","34","null","null","null","null"
"23","gorgui dieng","22","null","12","null","null"
"23","j. j. hickson","16","null","11","null","null"
"23","jusuf nurkic","14","null","null","null","null"
"23","kenneth faried","15","12","seven","null","null"
"23","nate robinson","12","six","null","null","null"
"23","shabazz muhammad","19","null","null","null","null"
"23","ty lawson","eight","12","null","null","null"
"24","anthony davis","20","six","12","one","three"
"24","jerryd bayless","14","five","eight","null","null"
"24","quincy pondexter","18","null","null","one","null"
"24","tyreke evans","12","six","10","one","null"
"25","anthony davis","26","null","three","null","null"
"25","blake griffin","30","null","null","null","null"
"25","chris paul","18","16","null","null","null"
"25","gal mekel","null","six","null","null","null"
"26","allen","null","null","null","null","null"
"26","beal","22","an","five","null","null"
"26","dejuan blair","12","three","null","pair","null"
"26","garrett temple","22","five","six","null","null"
"26","gary neal","null","three","null","null","null"
"26","george hill","19","an","eight","a","null"
"26","john wall","28","two","seven","a","null"
"26","lavo","null","null","null","null","null"
"26","monta ellis","17","three","three","a","a"
"26","nene hilario","null","two","null","a","null"
"26","paul george","21","seven","five","three","a"
"26","ramon sessions","10","five","three","two","null"
"27","gordon hayward","18","two","six","two","null"
"27","lance stephenson","16","null","five","null","null"
"27","mario chalmers","11","five","six","null","null"
"27","mike conley","13","four","null","null","null"
"27","rudy gobert","18","null","18","null","five"
"27","shelvin mack","12","eight","five","two","null"
"27","zach randolph","25","null","five","null","null"
"28","bradley beal","16","five","null","null","null"
"28","c. j. mccollum","16","five","two","null","null"
"28","damian lillard","16","five","two","null","null"
"28","garrett temple","16","five","null","null","null"
"28","good","16","null","null","null","null"
"28","marcin gortat","16","five","13","null","two"
"28","mason plumlee","16","five","11","null","null"
"29","oklahoma","null","12","null","null","null"
"29","russell westbrook","38","12","14","null","null"
"29","victor oladipo","21","null","null","null","null"
"30","ben mclemore","15","null","null","null","null"
"30","cousins","27","two","10","null","null"
"30","darren collison","11","five","null","null","null"
"30","demar","27","two","null","null","null"
"30","enes kanter","17","null","13","null","null"
"30","ramon sessions","11","five","four","null","null"
"30","reggie evans","null","five","11","null","null"
"30","rudy gay","four","two","null","null","two"
"31","cody zeller","14","an","six","null","a"
"31","frank kaminsky","17","null","seven","null","a"
"31","gordon hayward","36","nine","five","null","a"
"31","kemba walker","52","eight","nine","null","null"
"31","marvin williams","19","an","seven","a","null"
"31","nicolas batum","10","four","nine","a","null"
"31","rudy gobert","14","hayward","14","null","two"
"31","trevor booker","12","an","eight","a","a"
"32",". smith","14","null","null","null","null"
"32","14","25","null","null","a","pair"
"32","draymond green","22","seven","15","null","pair"
"32","j.","14","null","null","a","pair"
"32","kevin love","10","null","18","null","pair"
"32","klay thompson","18","an","six","null","a"
"32","kyrie","13","two","three","a","null"
"32","lebron","25","two","nine","a","pair"
"32","matthew delladedova","10","null","null","null","pair"
"33","jeff green","18","null","null","null","null"
"33","jerami grant","10","six","three","null","null"
"33","larry drew ii","nine","four","null","null","null"
"33","vince carter","13","null","null","null","null"
"33","zach randolph","17","four","14","null","null"
"34","aldridge","five","null","null","null","null"
"34","dwight powell","10","null","null","null","null"
"34","harrison barnes","17","null","null","null","null"
"34","kawhi leonard","21","null","null","null","null"
"34","leonard","21","null","null","null","null"
"34","manu ginobili","null","null","null","null","null"
"34","patty mills","23","null","null","null","null"
"34","pau gasol","null","null","null","null","null"
"34","seth curry","null","null","null","null","null"
"34","wesley mathews","26","null","null","null","null"
"35","chris bosh","null","null","11","null","null"
"35","donatas motiejunas","null","null","null","null","null"
"35","dwight howard","25","null","11","null","null"
"35","dwyane wade","19","null","null","null","null"
"35","harden","25","10","nine","null","null"
"35","mario chalmers","12","null","null","null","null"
"35","shabazz napier","five","four","null","null","null"
"35","shawne williams","14","null","five","null","null"
"35","trevor ariza","19","five","null","null","null"
"36","darren collison","21","six","null","null","null"
"36","demarcus cousins","36","null","13","null","null"
"36","russell westbrook","null","nine","11","null","null"
"37",".","null","null","null","null","null"
"37","adreian payne","null","null","three","null","null"
"37","andrew wiggins","10","null","four","null","null"
"37","eric bledsoe","18","nine","null","null","null"
"37","justin hamilton","15","null","three","null","two"
"37","kevin martin","16","null","null","null","null"
"37","marcus thornton","14","null","four","null","null"
"37","markieff morris","24","two","three","null","null"
"37","warren","17","null","null","null","null"
"38","alec burks","null","null","null","null","two"
"38","derrick favors","20","null","12","three","two"
"38","nerlens noel","eight","null","null","null","null"
"38","rodney hood","null","null","null","null","null"
"39","anthony morrow","15","null","null","null","null"
"39","joffrey lauvergne","16","null","null","null","null"
"39","marc gasol","31","eight","four","two","one"
"39","mike conley","18","two","one","three","null"
"39","russell westbrook","19","12","13","null","null"
"39","steven adams","16","null","12","null","null"
"40","demarcus cousins","null","null","null","null","null"
"40","kyle lowry","null","null","null","null","null"
"40","rudy gay","null","null","null","null","null"
"40","valan","null","null","null","null","null"
"41","alex len","11","null","11","null","two"
"41","archie goodwin","12","null","null","null","null"
"41","brook lopez","19","null","six","null","one"
"41","isaiah whitehead","11","three","four","two","one"
"41","jeremy lin","13","five","three","null","null"
"41","justin hamilton","10","null","one","null","null"
"41","leandro barbosa","11","one","six","one","one"
"41","marquese chriss","23","one","11","two","one"
"41","mcdaniels","16","one","eight","two","one"
"41","quincy acy","12","null","null","null","one"
"41","rondae hollis - jefferson","five","two","16","two","one"
"41","trevor booker","14","one","eight","null","one"
"41","tyler ulis","10","12","null","one","null"
"42","demarcus cousins","22","12","12","null","null"
"42","devin booker","33","null","null","null","null"
"42","eric bledsoe","20","null","null","null","null"
"42","ty lawson","18","null","null","null","null"
"43","deandre jordan","10","null","17","null","null"
"43","griffin","24","five","10","null","null"
"43","jamal crawford","24","five","null","null","null"
"43","jimmy butler","22","eight","six","null","null"
"43","joakim noah","null","six","16","null","null"
"43","nikola mirotic","11","null","seven","null","null"
"44","bojan bogdanovic","11","two","five","null","null"
"44","brandan wright","17","null","three","one","null"
"44","james ennis","17","five","three","null","null"
"44","jamychal green","10","null","six","null","null"
"44","lopez","null","null","null","null","null"
"44","marc gasol","19","eight","nine","one","one"
"44","mike conley","32","six","one","one","one"
"44","rondae hollis - jefferson","13","two","three","two","null"
"44","sean kilpatrick","15","three","six","one","null"
"44","spencer dinwiddie","17","five","three","null","null"
"44","tony allen","null","null","null","null","null"
"44","trevor booker","null","null","four","a","null"
"44","vince carter","14","one","three","two","null"
"45","clint capela","12","two","two","one","null"
"45","dion waiters","23","seven","nine","null","five"
"45","eric gordon","null","two","null","one","null"
"45","goran dragic","21","five","one","null","null"
"45","harden","17","one","six","null","a"
"45","hassan whiteside","23","one","14","null","five"
"45","rodney mcgruder","11","two","one","two","null"
"45","ryan anderson","17","one","null","null","null"
"45","tyler johnson","16","four","seven","null","null"
"46","andre drummond","13","null","17","null","null"
"46","anthony davis","33","three","14","null","null"
"46","jon leuer","22","null","seven","three","null"
"46","jrue holiday","22","five","four","null","null"
"46","tobias harris","15","null","six","null","null"
"47","anthony davis","24","null","12","a","two"
"47","arron afflalo","38","null","null","null","null"
"47","eric gordon","11","six","six","null","null"
"47","jusuf nurkic","15","null","nine","null","two"
"47","kenneth faried","14","null","seven","two","a"
"47","ryan anderson","null","six","seven","null","null"
"47","ty lawson","five","13","null","null","null"
"47","tyreke evans","25","null","six","a","two"
"48","julius randle","null","null","14","null","null"
"48","larry nance jr.","12","null","nine","null","null"
"49","alex len","13","two","eight","null","one"
"49","clint capela","nine","two","five","three","a"
"49","devin booker","18","two","one","one","null"
"49","harden","19","five","six","two","one"
"49","jared dudley","12","two","null","null","one"
"49","leandro barbosa","12","two","three","one","one"
"49","marquese chriss","seven","three","six","null","null"
"49","ryan anderson","16","one","four","one","one"
"49","sam dekker","14","one","four","null","one"
"49","t.","14","null","five","three","one"
"49","trevor ariza","nine","two","five","three","null"
"49","tyler ulis","13","six","two","one","null"
"49","warren","14","null","five","three","one"
