,filename,contents
148,player67.txt,CJ Watson
149,player373.txt,Kris Dunn
150,player473.txt,Tiago Splitter
151,player68.txt,Terry Rozier
152,player258.txt,Tyler Ulis
153,player431.txt,Caris LeVert
154,player374.txt,Iman Shumpert
155,player69.txt,Carl Landry
156,player432.txt,Devyn Marble
157,player7.txt,Deron Williams
158,player433.txt,Charlie Villanueva
159,player376.txt,Otto Porter
160,player481.txt,Jordan Farmar
161,player482.txt,Alonzo Gee
162,player72.txt,Robin Lopez
163,player299.txt,James Ennis III
164,player141.txt,D.J. Augustin
165,player74.txt,J.J. Barea
166,player179.txt,Greg Monroe
167,player143.txt,Tony Wroten
168,player75.txt,Troy Daniels
169,player76.txt,Marcus Smart
170,player16.txt,E'Twaun Moore
171,player217.txt,Matt Bonner
172,player77.txt,Briante Weber
173,player180.txt,Dejounte Murray
174,player475.txt,Ish Smith
175,player488.txt,Jeremy Lamb
176,player78.txt,Danny Granger
177,player181.txt,Sheldon McClellan
178,player162.txt,O.J. Mayo
179,player476.txt,Jeff Withey
180,player219.txt,Kenyon Martin
181,player8.txt,Glen Davis
182,player183.txt,Delon Wright
183,player22.txt,Doug McDermott
184,player490.txt,JaMychal Green
185,player80.txt,Dwyane Wade
186,player164.txt,Caron Butler
187,player478.txt,Jared Sullinger
188,player491.txt,Udonis Haslem
189,player81.txt,Al-Farouq Aminu
190,player165.txt,Arron Afflalo
191,player221.txt,Lou Amundson
192,player492.txt,Nick Collison
193,player166.txt,Darrun Hilliard
194,player186.txt,Kent Bazemore
195,player493.txt,Shelvin Mack
196,player83.txt,Chris Copeland
197,player259.txt,Meyers Leonard
198,player494.txt,Roy Hibbert
199,player84.txt,Al Jefferson
200,player495.txt,Nate Robinson
201,player85.txt,Tarik Black
202,player89.txt,Jason Terry
203,player26.txt,Cameron Payne
204,player496.txt,Joakim Noah
205,player260.txt,Kirk Hinrich
206,player497.txt,Shabazz Napier
207,player342.txt,Mike Dunleavy
208,player498.txt,Dion Waiters
209,player90.txt,Patrick McCaw
210,player262.txt,Wayne Ellington
211,player92.txt,Jordan McRae
212,player264.txt,Michael Carter-Williams
213,player319.txt,CJ Miles
214,player265.txt,Klay Thompson
215,player95.txt,Jon Leuer
216,player320.txt,Tyson Chandler
217,player321.txt,Wilson Chandler
218,player97.txt,Jodie Meeks
219,player98.txt,Larry Drew II
220,player323.txt,Kris Humphries
221,player99.txt,Jerian Grant
222,player187.txt,Chandler Parsons
223,player325.txt,Tim Duncan
224,player188.txt,Tobias Harris
225,player326.txt,Mario Chalmers
226,player225.txt,KJ McDaniels
227,player19.txt,Evan Turner
228,player190.txt,Reggie Bullock
229,player227.txt,PJ Hairston
230,player191.txt,Will Bynum
231,player192.txt,Norris Cole
232,player229.txt,Nick Calathes
233,player23.txt,Ray McCallum
234,player230.txt,Dewayne Dedmon
235,player232.txt,Shawne Williams
236,player3.txt,Brook Lopez
237,player1.txt,Quincy Acy
238,player30.txt,A.J. Price
239,player300.txt,Tim Hardaway Jr.
240,player301.txt,Nicolas Brussino
241,player378.txt,Kyle Singler
242,player267.txt,Dorell Wright
243,player302.txt,Lance Stephenson
244,player344.txt,Thaddeus Young
245,player379.txt,Richard Jefferson
246,player303.txt,Bryce Dejean-Jones
247,player268.txt,Mike Muscala
248,player38.txt,DeAndre Liggins
249,player345.txt,Travis Wear
250,player5.txt,DeAndre' Bembry
251,player380.txt,Damian Lillard
252,player305.txt,Amir Johnson
253,player50.txt,Chase Budinger
254,player381.txt,Jrue Holiday
255,player347.txt,Kevin Seraphin
256,player270.txt,Kobe Bryant
257,player307.txt,Cody Zeller
258,player348.txt,Ricky Ledo
259,player52.txt,Kevon Looney
260,player383.txt,JaVale McGee
261,player349.txt,Chris Andersen
262,player53.txt,Rajon Rondo
263,player118.txt,Will Barton
264,player272.txt,Courtney Lee
265,player384.txt,Marvin Williams
266,player309.txt,Kyle Lowry
267,player35.txt,Kawhi Leonard
268,player11.txt,Rudy Gay
269,player119.txt,Rashad Vaughn
270,player385.txt,Carlos Boozer
271,player31.txt,Sebastian Telfair
272,player350.txt,Marreese Speights
273,player55.txt,Martell Webster
274,player274.txt,Terrence Ross
275,player386.txt,Trevor Booker
276,player196.txt,Jeremy Lin
277,player351.txt,Dahntay Jones
278,player56.txt,Brandon Jennings
279,player275.txt,Jarell Martin
280,player387.txt,Norman Powell
281,player311.txt,Alec Burks
282,player276.txt,Randy Foye
283,player388.txt,Rondae Hollis-Jefferson
284,player198.txt,Wesley Matthews
285,player58.txt,Blake Griffin
286,player389.txt,Lou Williams
287,player199.txt,Darren Collison
288,player110.txt,Taj Gibson
289,player354.txt,Darrell Arthur
290,player59.txt,Malcolm Brogdon
291,player39.txt,Hollis Thompson
292,player314.txt,Seth Curry
293,player355.txt,John Lucas III
294,player6.txt,Okaro White
295,player315.txt,LeBron James
296,player391.txt,Justin Holiday
297,player316.txt,Trevor Ariza
298,player12.txt,Marquese Chriss
299,player317.txt,Gerald Henderson
300,player394.txt,Isaiah Whitehead
301,player327.txt,Gerald Green
302,player395.txt,Tyler Zeller
303,player396.txt,Spencer Dinwiddie
304,player397.txt,Kemba Walker
305,player398.txt,Steve Novak
306,player330.txt,Ty Lawson
307,player399.txt,Malcolm Delaney
308,player331.txt,Bobby Portis
309,player332.txt,Mason Plumlee
310,player40.txt,Grant Jerrett
311,player333.txt,Luke Babbitt
312,player400.txt,Jaylen Brown
313,player334.txt,Russell Westbrook
314,player401.txt,Shabazz Muhammad
315,player335.txt,Mike Conley
316,player336.txt,Rasual Butler
317,player124.txt,DeAndre Jordan
318,player403.txt,Andre Drummond
319,player337.txt,Mo Williams
320,player125.txt,Rodney Hood
321,player404.txt,Andre Roberson
322,player338.txt,Jared Dudley
323,player126.txt,Anthony Morrow
324,player100.txt,Yogi Ferrell
325,player405.txt,Draymond Green
326,player339.txt,Isaiah Thomas
327,player127.txt,Karl-Anthony Towns
328,player406.txt,Jimmer Fredette
329,player278.txt,Brandon Bass
330,player407.txt,Glenn Robinson
