,Game_ID,Report,team_name,wins,losses,total_points
52,29,"The host Oklahoma City Thunder overcame a 17 - point deficit to beat the New York Knicks on Wednesday, 116 - 105. Oklahoma City (32 - 25) once again saw All-Star Russell Westbrook put the team on his back on Wednesday, as he scored 38 points to go along with 14 rebounds and 12 assists. Westbrook, often criticized for his efficiency, shot 13 - of - 22 from the field and 3 - of - 5 from three - point range. It was also a big night from young guard Victor Oladipo, who scored 21 points on 9 - of - 17 shooting. The team shot a stellar 47 percent from the field and took an edge at the free - throw line and on the glass. The Thunder made 22 free - throws and held a 10 - rebound advantage. The Knicks (23 - 34) have now lost five of their last six games. After taking an early 17 - point lead, the Knicks quickly let their defense fall apart on Wednesday, paving way for Westbrook to produce another signature scoring outburst. Star forward Carmelo Anthony was named an All-Star reserve earlier in the night, and played like an All-Star in the game. Anthony dropped 30 points and came away with four rebounds. However, the Knicks were out - shot, out - rebounded, and got into foul trouble as a team. Both teams will head into the All-Star Break.
", Detroit Pistons,17,"

Note: The blanks indicate that for those teams (Cleveland Cavaliers, Denver Nuggets, and Detroit Pistons), we do not have enough information from the provided reports to accurately state their loss counts.", 95
53,30,"The Utah Jazz (18 - 33) jumped out to an earlier lead and never let up, beating the Sacramento Kings (17 - 32) 102 - 90. Darren Collison did n't play after suffering a hip flexor strain Thursday night against the Dallas Mavericks. It's unlikely he'll play Sunday against the Phoenix Suns. Joe Ingles did n't play, and Elijah Millsap started in his void. Gordon Hayward and Derrick Favors combined to score 50 points, and Enes Kanter provided 17 points and 13 rebounds in 33 minutes. Rudy Gobert fouled out, but not before swatting two shots. Steve Novak played in his first game since January 18th. Ramon Sessions started over the ailing Darren Collison, providing 11 points, four rebounds and five assists in 31 minutes. Ben McLemore scored 15 points on 15 shots, and Reggie Evans grabbed 11 rebounds. Prior to fouling out, DeMarcus Cousins supplied 27 points, 10 rebounds, two assists and two blocks. Rudy Gay was limited to four points on 1 - of - 8 shooting. The Jazz begins a two - game road trip Monday against the New Orleans Pelicans. Sacramento travels back home to face the Phoenix Suns on Sunday before embarking on a two - game road trip.
", Suns,6,"To answer the question ""How many Losses has the team?"" based on the provided text, we need to extract loss information for each mentioned team. The teams and their mentions of losses or win-loss records are as follows:

1. **Oklahoma City Thunder** - Mentioned in the context of being defeated by the Sacramento Kings, with a record of 8-8.
2. **Phoenix Suns** - No direct mention of their loss count in the provided text snippets.
3. **Sacramento Kings** - Defeated the Oklahoma City Thunder, with a record of 6-9 mentioned.
4. **Spurs** - No direct information about their losses is provided in the text.

Given the information:

- For **Oklahoma City Thunder**, we have a record of 8-8, implying 8 losses.
- For **Phoenix Suns**, there's no specific loss count or record mentioned directly related to them in the provided snippets.
- For **Sacramento Kings**, with a record of 6-9, they have 9 losses.
- For **Spurs**, no loss information is directly available from the text.

Therefore, based on the information given and focusing on the explicit question about the number of losses for each team mentioned in the context:

8",None
54,30,"The Utah Jazz (18 - 33) jumped out to an earlier lead and never let up, beating the Sacramento Kings (17 - 32) 102 - 90. Darren Collison did n't play after suffering a hip flexor strain Thursday night against the Dallas Mavericks. It's unlikely he'll play Sunday against the Phoenix Suns. Joe Ingles did n't play, and Elijah Millsap started in his void. Gordon Hayward and Derrick Favors combined to score 50 points, and Enes Kanter provided 17 points and 13 rebounds in 33 minutes. Rudy Gobert fouled out, but not before swatting two shots. Steve Novak played in his first game since January 18th. Ramon Sessions started over the ailing Darren Collison, providing 11 points, four rebounds and five assists in 31 minutes. Ben McLemore scored 15 points on 15 shots, and Reggie Evans grabbed 11 rebounds. Prior to fouling out, DeMarcus Cousins supplied 27 points, 10 rebounds, two assists and two blocks. Rudy Gay was limited to four points on 1 - of - 8 shooting. The Jazz begins a two - game road trip Monday against the New Orleans Pelicans. Sacramento travels back home to face the Phoenix Suns on Sunday before embarking on a two - game road trip.
", Timberwolves,"Suns, Jazz, Kings"," Not specified

Note: The answer reflects the direct information provided for each team's loss count or record. Teams without specific mentions of their records or loss counts in the text snippets are noted as ""Not specified"".",101
55,31,"The Charlotte Hornets (19 - 22) defeated the Utah Jazz (18 - 23) 124 - 119 in double overtime on Monday afternoon. What was expected to be a low - scoring contest turned into a back - and - forth showdown between the teams' two best offensive players. Kemba Walker was outstanding for Charlotte, amassing a career - high and franchise - record 52 points, while Utah's Gordon Hayward responded with 36 points of his own. While the spotlight largely and rightfully shone on that pair of remarkable efforts, Trey Burke also put together a notable performance while pacing the Jazz's bench, which included a 23 - foot three - point jumper with 13 seconds remaining in regulation that sent the game into its first extra period. Burke's key basket culiminated a 31 - 22 run by Utah in the fourth quarter to erase what had been a 73 - 64 deficit entering the period. After Rudy Gobert's dunk off a Hayward assist with seven seconds left in the first overtime tied things up at 108, Walker drained four free throws in the final minute of the sixth quarter to put a cap on what was a record - setting afternoon and send the Hornets to the locker room as weary victors. Hayward added nine assists, five rebounds, a pair of steals and a block to his team - high scoring total to pace the Jazz. Burke's memorable afternoon consisted of a season - high 25 points, along with three rebounds, two assists and a steal. Gobert put together a second straight impressive double - double, tallying 14 points, hauling in 14 boards, dishing out three assists, and recording a steal and two blocks. Trevor Booker also made a significant contribution off the bench with 12 points, eight rebounds, an assist, a steal and a block. Utah fell to 18 - 23 and remains in second place in the Western Conference's Northwest Division. They head to New York to take on the Knicks on Wednesday. Walker almost added a triple - double to his spectacular afternoon, supplementing his eye - popping scoring numbers with nine rebounds and eight assists. He also threw in a pair of thefts. Marvin Williams was a distant second to him in scoring, but still turned in a solid effort with 19 points, seven rebounds, an assist and a steal. Cody Zeller managed 14 points, six rebounds, an assist and a block, while Nicolas Batum was a rebound short of a double - double with 10 points, nine boards, four assists and a steal. Rookie Frank Kaminsky III paced the Charlotte bench with 17 points, seven rebounds and a block. The Hornets improved to 19 - 22 but remain in last place in the Eastern Conference's Southeast Division. They head to Oklahoma City to take on the Thunder on Wednesday.
", Thunder,, 9,
56,31,"The Charlotte Hornets (19 - 22) defeated the Utah Jazz (18 - 23) 124 - 119 in double overtime on Monday afternoon. What was expected to be a low - scoring contest turned into a back - and - forth showdown between the teams' two best offensive players. Kemba Walker was outstanding for Charlotte, amassing a career - high and franchise - record 52 points, while Utah's Gordon Hayward responded with 36 points of his own. While the spotlight largely and rightfully shone on that pair of remarkable efforts, Trey Burke also put together a notable performance while pacing the Jazz's bench, which included a 23 - foot three - point jumper with 13 seconds remaining in regulation that sent the game into its first extra period. Burke's key basket culiminated a 31 - 22 run by Utah in the fourth quarter to erase what had been a 73 - 64 deficit entering the period. After Rudy Gobert's dunk off a Hayward assist with seven seconds left in the first overtime tied things up at 108, Walker drained four free throws in the final minute of the sixth quarter to put a cap on what was a record - setting afternoon and send the Hornets to the locker room as weary victors. Hayward added nine assists, five rebounds, a pair of steals and a block to his team - high scoring total to pace the Jazz. Burke's memorable afternoon consisted of a season - high 25 points, along with three rebounds, two assists and a steal. Gobert put together a second straight impressive double - double, tallying 14 points, hauling in 14 boards, dishing out three assists, and recording a steal and two blocks. Trevor Booker also made a significant contribution off the bench with 12 points, eight rebounds, an assist, a steal and a block. Utah fell to 18 - 23 and remains in second place in the Western Conference's Northwest Division. They head to New York to take on the Knicks on Wednesday. Walker almost added a triple - double to his spectacular afternoon, supplementing his eye - popping scoring numbers with nine rebounds and eight assists. He also threw in a pair of thefts. Marvin Williams was a distant second to him in scoring, but still turned in a solid effort with 19 points, seven rebounds, an assist and a steal. Cody Zeller managed 14 points, six rebounds, an assist and a block, while Nicolas Batum was a rebound short of a double - double with 10 points, nine boards, four assists and a steal. Rookie Frank Kaminsky III paced the Charlotte bench with 17 points, seven rebounds and a block. The Hornets improved to 19 - 22 but remain in last place in the Eastern Conference's Southeast Division. They head to Oklahoma City to take on the Thunder on Wednesday.
", Grizzlies,8,, 108
57,32,"The Golden State Warriors (28 - 1) defeated the Cleveland Cavaliers (19 - 8) 89 - 83 on Friday. The 2015 Finals rematch featuring two of the very best in the NBA turned out to be more of a showcase for both teams' often underrated defenses. Neither squad was able to put on much of an offensive display, and the game had more of the feel of a grind - it - out Eastern Conference battle, rather than the free - wheeling, high - scoring affairs typically played by the reigning champs. The Warriors shot 41 percent from the field and 28 percent from beyond the arc, with both numbers notably lower than their respective 49 and 42 season figures in those categories. Cleveland fared even worse, draining only 32 percent of their buckets overall, including a paltry 17 percent from long range. Both teams' point totals were also season - low tallies, underscoring how formidable both defensive units can be against top - tier competition. The Cavs were led by Lebron James' game - high 25 points, which he supplemented with nine rebounds, two assists, a steal and a pair of blocks. Despite the solid scoring total, the perennial All-Star was one of the superstars struggling with his shot, sinking only 10 of his 26 attempts. J.R. Smith provided 14 points and did so largely on the strength of one of the game's only solid shooting performances from three - point range (4 of 8). Kyrie Irving continued his journey back from the fractured kneecap he suffered the last time he'd faced this Warriors squad in the 2015 Finals, playing a season - high 26 minutes and managing 13 points, three rebounds, two assists and a steal. Kevin Love helped spearhead Cleveland's outstanding team total of 55 rebounds on the evening by hauling in 18 boards, and pairing them with 10 points in his second straight double - double. Matthew Delladedova paced the Cavaliers' bench with 10 points over 31 minutes. Cleveland fell to 19 - 8 but remains in first place in the Eastern Conference's Central Division. The next stop on their West Coast road trip comes on Saturday in Portland, with a showdown with the Trail Blazers on tap. Golden State's offensive attack was paced by Draymond Green, who turned in another one of his trademark stat - sheet - stuffing performances. The 25 - year - old posted his fourth double - double in the last six contests with 22 points, 15 rebounds, seven assists and a pair of blocks over 39 minutes. Green was one of the few players on either team to put together a solid shooting effort, managing a 47 percent success rate from the field, including draining two of his three attempts from three - point range. Stephen Curry followed up his season - low tally of 16 points against Utah on Wednesday by equaling his second - lowest total of 19 points on 6 of 15 shooting. However, the reigning MVP did add seven rebounds, seven assists and a pair of steals. The perpetually dependable Klay Thompson was exemplary once again in his typical supporting role, pitching in with 18 points, six rebounds, an assist and a block. Shaun Livingston was highly productive off the bench with a season - high 16 points, leading the Warriors' reserves. Golden State improved to 28 - 1 and continues to sport the best record in the Pacific Division, Western Conference and the entire NBA. They remain home for a date with the Sacramento Kings on Monday.
", Chicago Bulls,Not explicitly stated,1,89
58,32,"The Golden State Warriors (28 - 1) defeated the Cleveland Cavaliers (19 - 8) 89 - 83 on Friday. The 2015 Finals rematch featuring two of the very best in the NBA turned out to be more of a showcase for both teams' often underrated defenses. Neither squad was able to put on much of an offensive display, and the game had more of the feel of a grind - it - out Eastern Conference battle, rather than the free - wheeling, high - scoring affairs typically played by the reigning champs. The Warriors shot 41 percent from the field and 28 percent from beyond the arc, with both numbers notably lower than their respective 49 and 42 season figures in those categories. Cleveland fared even worse, draining only 32 percent of their buckets overall, including a paltry 17 percent from long range. Both teams' point totals were also season - low tallies, underscoring how formidable both defensive units can be against top - tier competition. The Cavs were led by Lebron James' game - high 25 points, which he supplemented with nine rebounds, two assists, a steal and a pair of blocks. Despite the solid scoring total, the perennial All-Star was one of the superstars struggling with his shot, sinking only 10 of his 26 attempts. J.R. Smith provided 14 points and did so largely on the strength of one of the game's only solid shooting performances from three - point range (4 of 8). Kyrie Irving continued his journey back from the fractured kneecap he suffered the last time he'd faced this Warriors squad in the 2015 Finals, playing a season - high 26 minutes and managing 13 points, three rebounds, two assists and a steal. Kevin Love helped spearhead Cleveland's outstanding team total of 55 rebounds on the evening by hauling in 18 boards, and pairing them with 10 points in his second straight double - double. Matthew Delladedova paced the Cavaliers' bench with 10 points over 31 minutes. Cleveland fell to 19 - 8 but remains in first place in the Eastern Conference's Central Division. The next stop on their West Coast road trip comes on Saturday in Portland, with a showdown with the Trail Blazers on tap. Golden State's offensive attack was paced by Draymond Green, who turned in another one of his trademark stat - sheet - stuffing performances. The 25 - year - old posted his fourth double - double in the last six contests with 22 points, 15 rebounds, seven assists and a pair of blocks over 39 minutes. Green was one of the few players on either team to put together a solid shooting effort, managing a 47 percent success rate from the field, including draining two of his three attempts from three - point range. Stephen Curry followed up his season - low tally of 16 points against Utah on Wednesday by equaling his second - lowest total of 19 points on 6 of 15 shooting. However, the reigning MVP did add seven rebounds, seven assists and a pair of steals. The perpetually dependable Klay Thompson was exemplary once again in his typical supporting role, pitching in with 18 points, six rebounds, an assist and a block. Shaun Livingston was highly productive off the bench with a season - high 16 points, leading the Warriors' reserves. Golden State improved to 28 - 1 and continues to sport the best record in the Pacific Division, Western Conference and the entire NBA. They remain home for a date with the Sacramento Kings on Monday.
", Los Angeles Clippers,"0


Note: The ""31"" corresponds to the Memphis Grizzlies' win record mentioned in one of the reports (""The Memphis Grizzlies (31 - 12) beat the Philadelphia 76ers...""), but since the question asks for the wins of each team and there's no clear information provided for the Rockets, Pacers, or Clippers in the context of their own win counts within these specific reports, those are marked as ""0"" due to lack of direct information. However, this approach might not fully align with the expected answer format since it seems we're expected to find wins for each team mentioned, but without explicit win counts for all teams in the provided texts, we can't accurately fill in those numbers based solely on the given reports.",0,"69

Note: The answer is based on extracting the total points scored by the team mentioned in the ""Team"" field from the corresponding report. 

- For Detroit Pistons, the report doesn't mention their score directly, but mentions another game where the Phoenix Suns scored 102.
- For Detroit Pistons (second instance), the report mentions the New York Knicks were defeated 116-105, and since the team is still Detroit Pistons, we look for their score in the provided text, which isn't directly available. However, following the pattern of extracting a score related to the mentioned teams, we see Oklahoma City Thunder's score as 116.
- For Grizzlies, the report mentions Charlotte Hornets defeating Utah Jazz 124-119. Since there's no direct mention of Grizzlies' score in this context, but looking at the provided text structure, it seems we should consider the score related to the mentioned teams, thus considering the Utah Jazz's score as relevant.
- For Hawks, the report doesn't directly mention their score but talks about another game where the final score was not directly related to Hawks. However, given the pattern and the need for a score, we look at the last provided text which mentions the Magic's trouble and the Pacers' performance, ending with the Magic scoring 69 points.

Given the structure of your question and the data provided, it seems there might be some confusion in directly linking the team names to their respective scores within the reports. The answer attempts to follow the logic of extracting relevant scores based on the team mentions and the context provided in each report."
59,33,"The Memphis Grizzlies (31 - 12) beat the Philadelphia 76ers (8 - 36), 101 - 83. The loss marks the fifth straight for the Sixers. Zach Randolph hit his second three - pointer of the season. Courtney Lee replaced Tony Allen in the starting lineup. Zach Randolph recorded 17 points, 14 rebounds and four assists in 27 minutes. Recently acquired Jeff Green scored a team - high 18 points and was joined by Vince Carter (13 points) in the double - digit scoring brigade. The Grizzlies outscored the Sixers in the paint, 52 - 32. The Sixers, already the league's worst free - throw shooting team, shot 12 - of - 22 at the charity stripe. Rookie Jerami Grant scored a career - high 16 points. Michael Carter-Williams was the only other Sixer to tabulate double - digit scoring, squeaking by with 10 points, six assists, three rebounds and five turnovers. Larry Drew II was the only Sixer to shoot better than 50 percent from the field, compiling nine points and four assists in 20 minutes. The Grizzlies conclude their five - game homestand Monday against the Orlando Magic. The Sixers travel to New Orleans to face the Pelicans on Monday.
", Los Angeles Clippers,,1,
60,33,"The Memphis Grizzlies (31 - 12) beat the Philadelphia 76ers (8 - 36), 101 - 83. The loss marks the fifth straight for the Sixers. Zach Randolph hit his second three - pointer of the season. Courtney Lee replaced Tony Allen in the starting lineup. Zach Randolph recorded 17 points, 14 rebounds and four assists in 27 minutes. Recently acquired Jeff Green scored a team - high 18 points and was joined by Vince Carter (13 points) in the double - digit scoring brigade. The Grizzlies outscored the Sixers in the paint, 52 - 32. The Sixers, already the league's worst free - throw shooting team, shot 12 - of - 22 at the charity stripe. Rookie Jerami Grant scored a career - high 16 points. Michael Carter-Williams was the only other Sixer to tabulate double - digit scoring, squeaking by with 10 points, six assists, three rebounds and five turnovers. Larry Drew II was the only Sixer to shoot better than 50 percent from the field, compiling nine points and four assists in 20 minutes. The Grizzlies conclude their five - game homestand Monday against the Orlando Magic. The Sixers travel to New Orleans to face the Pelicans on Monday.
", New Orleans Pelicans,"To answer the question ""How many Wins has the team?"" for each given value, we need to extract the win count from the provided reports. However, upon reviewing the reports, it becomes clear that the format and content of the reports vary significantly, making a straightforward extraction challenging without a uniform pattern or specific details on wins for each mentioned team in every report.

Given this complexity and the requirement for a precise answer based on the information provided:

1. For ""Team: Nets"" - The first report mentions the Cleveland Cavaliers (53 - 29) and the Washington Wizards (46 - 36), but it does not directly mention the win count for the Nets.
2. For the second ""Team: Nets"" report - It discusses the Denver Nuggets (19 - 27) and the New Orleans Pelicans (24 - 22), again without mentioning the Nets' win count.
3. The subsequent reports mention different teams and their performances but do not provide a direct win count for the ""Nets"" or consistently for any team mentioned in the question context.

Since the provided reports do not directly answer the question for each team's win count, especially for the ""Nets"" which is the only team mentioned in the question section, we cannot accurately fill in the wins based on the information given. The reports seem to focus on game outcomes and player performances rather than providing a season-wide win count for the teams mentioned at the beginning of each report segment.

Therefore, without explicit win counts for the ""Nets"" or any clear indication that these reports are meant to provide such information directly, we cannot accurately answer the question as intended. 

However, following the format you've requested for the answer and acknowledging the lack of direct information:

The final answer is: 53","49

To determine the number of losses for each team, we need to extract the loss records from the given reports.

1. Milwaukee Bucks: The first three reports do not mention the Bucks' record directly, but based on the context provided in the question, it seems like we should look at the general information about teams mentioned. However, without direct mentions of the Bucks' losses in these reports, we can't accurately determine their loss count from this text alone.

2. Milwaukee Bucks (again, as the team is repeated): Same issue as above","To answer the question ""What is the number of total points the team scored?"" for each given value, we need to extract the relevant information from the provided reports. However, since the team in question is specified as the ""Milwaukee Bucks"" for the first three reports and changes to the ""Minnesota Timberwolves"" for the last report, but none of the reports directly involve the Milwaukee Bucks or provide a direct score for them, we'll have to infer based on the information given for other teams in those reports. For the last report, where the team is the Minnesota Timberwolves, we can find the score directly related to them.


1. First Report: 
- The Houston Rockets scored 133 points.
- The Phoenix Suns scored 102 points.
- Neither of these scores pertains to the Milwaukee Bucks.

2. Second Report:
- The Nuggets scored 110 points.
- The Timberwolves scored 101 points.
- Again, neither score is for the Milwaukee Bucks.

3. Third Report:
- The Pelicans' score is not directly mentioned in terms of total points against Detroit, but it's mentioned they won by 23 points. However, without the exact score of their opponent, we can't determine their total points from this information alone.
- Since none of these reports mention the Milwaukee Bucks' scores directly, and given the instruction to follow the format to the letter which implies providing a numerical answer where applicable, it seems there might be a misunderstanding in how to apply the question to the provided text for the Milwaukee Bucks scenarios.

4. Fourth Report:
- For the Minnesota Timberwolves, they scored 97 points against the Phoenix Suns.

Given the above analysis and the requirement for a string output representing the total points scored by the team mentioned (with the understanding that direct scores are not provided for the Milwaukee Bucks in the first three reports), the answer based on the information directly related to the teams mentioned would be:


""N/A"""
61,34,"The San Antonio Spurs defeated the Dallas Mavericks 94 - 97 Wednesday at American Airlines Center. The Spurs (14 - 4) were playing their second leg of a back - to - back, but we able to bounce back nicely against Dallas (3 - 13) after dropping Tuesday's matchup against the Magic. San Antonio rested Tony Parker, Manu Ginobili and Pau Gasol on the second leg, but still managed to put together a solid offensive performance, shooting 47 percent from the field and an astounding 58 percent from behind the arc. It was backup point guard Patty Mills who shined off the bench Wednesday, as he shot 9 - of - 12 shooting from the field overall and 5 - of - 6 from behind the arc en route to a team - high 23 points. And it was a necessary effort, as the team's stars in Kawhi Leonard and LaMarcus Aldridge struggled mightily. Leonard managed 21 points, but shot just 5 - of - 16 from the field, while Aldridge could not get anything going, scoring just five points on 2 - of - 9 shooting. Danny Green was the only other Spur to score in double figures, notching 11 points. For the Mavericks, they continue to slide, with Wednesday's loss being their ninth in their last 10 games. It was yet another offensive struggle for Dallas too, with Wednesday's 87 points being the seventh time this season where they failed to score 90 points. Wesley Mathews led the way, scoring a game - high 26 points in 37 minutes. Harrison Barnes was the only other starter to reach double figures with 17 points, while Seth Curry and Dwight Powell scoring double figures off the bench, scoring 14 and 10 points respectively. As a team, the Mavericks shot a lowly 43 percent from the field. Up next, the Spurs will head home Friday to take on the Wizards, while the Mavericks will look to turn their season around in Charlotte on Thursday against the Hornets.
",Pelicans,34,"
For Memphis Grizzlies: 24 losses.

Thus, based on available data and adhering strictly to the format requested without assuming information not provided in the respective team sections:

33",102
62,34,"The San Antonio Spurs defeated the Dallas Mavericks 94 - 97 Wednesday at American Airlines Center. The Spurs (14 - 4) were playing their second leg of a back - to - back, but we able to bounce back nicely against Dallas (3 - 13) after dropping Tuesday's matchup against the Magic. San Antonio rested Tony Parker, Manu Ginobili and Pau Gasol on the second leg, but still managed to put together a solid offensive performance, shooting 47 percent from the field and an astounding 58 percent from behind the arc. It was backup point guard Patty Mills who shined off the bench Wednesday, as he shot 9 - of - 12 shooting from the field overall and 5 - of - 6 from behind the arc en route to a team - high 23 points. And it was a necessary effort, as the team's stars in Kawhi Leonard and LaMarcus Aldridge struggled mightily. Leonard managed 21 points, but shot just 5 - of - 16 from the field, while Aldridge could not get anything going, scoring just five points on 2 - of - 9 shooting. Danny Green was the only other Spur to score in double figures, notching 11 points. For the Mavericks, they continue to slide, with Wednesday's loss being their ninth in their last 10 games. It was yet another offensive struggle for Dallas too, with Wednesday's 87 points being the seventh time this season where they failed to score 90 points. Wesley Mathews led the way, scoring a game - high 26 points in 37 minutes. Harrison Barnes was the only other starter to reach double figures with 17 points, while Seth Curry and Dwight Powell scoring double figures off the bench, scoring 14 and 10 points respectively. As a team, the Mavericks shot a lowly 43 percent from the field. Up next, the Spurs will head home Friday to take on the Wizards, while the Mavericks will look to turn their season around in Charlotte on Thursday against the Hornets.
", Detroit,, , 97
63,35,"The Houston Rockets (50) defeated the Miami Heat (3 - 1) 108 - 91 on Tuesday at the American Airlines Arena in Miami. Along with the Memphis Grizzlies (40) and the Golden State Warriors (30), the Rockets stay one of the three undefeated teams in the NBA. The Rockets used a strong fourth quarter to finish off the Heat, outscoring them 25 - 14 to secure the victory. With Terrence Jones out with a leg injury, Donatas Motiejunas got the start at power forward but only played 13 minutes due to foul trouble and finished with two points. Dwight Howard had his fourth double - double in five games and posted a team - high 25 points and 10 rebounds. He's now averaging 15 points and 11 rebounds on the year. Coming only one rebound shy of a triple - double, James Harden also went off and scored 25 points to go along with 10 assists and nine rebounds. Patrick Beverley had to sit out the Rockets' last two games with a hamstring injury but was able to return in this one and scored 15 points, going 5 - for - 8 from the field and 4 - for - 7 from the three - point line. Trevor Ariza was the fourth Rocket starter in double - digits, as he added 19 points (5 - 8 3Pt, 4 - 4 FT) and five assists. Chris Bosh and Dwyane Wade scored 21 and 19 points a piece to lead the Heat in scoring. Bosh also had eight rebounds and is now averaging 25 points and 11 rebounds on the season. Mario Chalmers came off the bench again but played 29 minutes compared to starter Norris Cole, who only notched 16 minutes and went scoreless. Chalmers had 12 points, shooting 4 - for - 12 from the field and 2 - for - 5 from beyond the three - point line. Shawne Williams continued to start for the Heat, and he finished the game with 14 points (4 - 6 FG, 3 - 4 3Pt, 3 - 4 FT) and five rebounds. Rookie Shabazz Napier came off the bench as well and had five points and four assists in 27 minutes. The Rockets' next game will be at home against the San Antonio Spurs on Thursday, while the Heat will go on the road to Charlotte and play the Hornets on Wednesday.
", Denver Nuggets,50, 2}$, 108
64,35,"The Houston Rockets (50) defeated the Miami Heat (3 - 1) 108 - 91 on Tuesday at the American Airlines Arena in Miami. Along with the Memphis Grizzlies (40) and the Golden State Warriors (30), the Rockets stay one of the three undefeated teams in the NBA. The Rockets used a strong fourth quarter to finish off the Heat, outscoring them 25 - 14 to secure the victory. With Terrence Jones out with a leg injury, Donatas Motiejunas got the start at power forward but only played 13 minutes due to foul trouble and finished with two points. Dwight Howard had his fourth double - double in five games and posted a team - high 25 points and 10 rebounds. He's now averaging 15 points and 11 rebounds on the year. Coming only one rebound shy of a triple - double, James Harden also went off and scored 25 points to go along with 10 assists and nine rebounds. Patrick Beverley had to sit out the Rockets' last two games with a hamstring injury but was able to return in this one and scored 15 points, going 5 - for - 8 from the field and 4 - for - 7 from the three - point line. Trevor Ariza was the fourth Rocket starter in double - digits, as he added 19 points (5 - 8 3Pt, 4 - 4 FT) and five assists. Chris Bosh and Dwyane Wade scored 21 and 19 points a piece to lead the Heat in scoring. Bosh also had eight rebounds and is now averaging 25 points and 11 rebounds on the season. Mario Chalmers came off the bench again but played 29 minutes compared to starter Norris Cole, who only notched 16 minutes and went scoreless. Chalmers had 12 points, shooting 4 - for - 12 from the field and 2 - for - 5 from beyond the three - point line. Shawne Williams continued to start for the Heat, and he finished the game with 14 points (4 - 6 FG, 3 - 4 3Pt, 3 - 4 FT) and five rebounds. Rookie Shabazz Napier came off the bench as well and had five points and four assists in 27 minutes. The Rockets' next game will be at home against the San Antonio Spurs on Thursday, while the Heat will go on the road to Charlotte and play the Hornets on Wednesday.
", New Orleans Pelicans,34,49,Not mentioned
65,36,"The host Sacramento Kings defeated the visiting Oklahoma City Thunder on Wednesday, 116 - 101. All-Star center DeMarcus Cousins paved the way for Sacramento (6 - 9) to earn the easy win, scoring 36 points and pulling down 13 rebounds. Cousins' rebounding effort helped the team establish a 46 - 38 rebounding advantage against the normally tough Thunder. Kings guard Darren Collison added 21 points, but turned the ball over four times while dishing six assists. Cousins, Collison, and forward Rudy Gay each added three three - pointers, contributing to the 12 made by the team on the night. Sacramento reached a .500 record at home with the win. For the Thunder (8 - 8), things are continuing to get worse after the team started a surprising 5 - 1 to open the season. Point guard Russell Westbrook, however, has not seemed to slow down. The NBA's leading scorer scored another 31 points on Wednesday, to go along with 11 rebounds and nine assists. Westbrook's numbers thus far have indicated that he may have a chance at being the first player since Oscar Robertson to average a triple - double in a season. The Thunder continued to struggle from deep in Tuesday's contest, shooting just 28 percent from beyond the arc. The team hit just seven triples in the contest. The thunder will travel to Denver on Friday, while the Kings will host the Houston Rockets.
", Utah Jazz,"To answer the question ""How many Wins has the team?"" based on the provided reports and the team names given, we need to extract the win information for each mentioned team from their respective reports.

1. **Trail Blazers** - The report does not directly mention the Trail Blazers' win-loss record.
2. **Utah Jazz** (mentioned three times) - None of the reports provided directly mention the Utah Jazz's win-loss record.
3. **Washington Wizards** - The report mentions the Wizards' record as 19-19 after a victory.

Given the information and focusing on the explicit question about wins for each team mentioned:

- For **Trail Blazers**, there is no specific win count mentioned in the provided reports.
- For **Utah Jazz**, there are multiple reports, but none mention the Jazz's win-loss record directly.
- For **Washington Wizards**, their record is mentioned as 19-19.

Since we're looking for the number of wins and given that only the Washington Wizards have a clear win count mentioned (19 wins), and there's no direct information provided for the Trail Blazers or the Utah Jazz in the context of these reports, the answer based on the explicit data provided would be:

19"," Jazz, Kings","Jazz, Kings"
