,Game_ID,Report,team_name,wins,losses,total_points
10,6,"The second - seed Cleveland Cavaliers (40) completed their sweep of the seventh - seed Boston Celtics (0 - 4) in a 101 - 93 slugfest Sunday. Cleveland came out with purpose in the first half, wining both of the first two quarters to go into the break with 57 - 36 lead. Coach David Blatt could have taken the game easy with the Cavs up 30 in the series, but he opted to push the accelerator to the floor and used his big guns for most of the game to ensure a win and an end to the Cavs' first - round series. LeBron James played a team - high 46 minutes and was followed closely by Kyrie Irving with 43 minutes of his own. Kevin Love was forced from the game in the first quarter with what appeared to be a dislocated left shoulder after Celtics big man Kelly Olynyk appeared to pull down on Love's arm while fighting for a rebound. Love was n't the only player to be forced from the game, and the Love/Olynyk incident was n't the only physical altercation. In the second quarter, Kendrick Perkins put a hard screen on Jae Crowder, pushing Crowder in his face and forcing him to the ground before antagonizing Crowder with a tap to the face with a closed fist. Both Perkins and Crowder were assessed technical fouls, and Perkins earned a flagrant - 1 foul for the tap to Crowder's face. Shortly after halftime, Crowder was hit in the face by a backhand from J.R. Smith. Smith was given a flagrant - 2 and automatically ejected from the game as a result. Crowder injured his knee during the Smith incident and left the game with a left knee sprain, unable to return. The Celtics made a run in the third quarter, outscoring the Cavs 25 - 13 in the third window, but it was n't enough. Cleveland carried a nine - point lead into the fourth quarter and never let Boston get closer than a six - point divide at 99 - 93 with under a minute left in the game. The Cavaliers will advance to the Eastern Conference semifinals, and they'll play the winner of the Bulls/Bucks series that is currently at 3 - 1 with the Bulls holding the advantage. Kevin Love's status will be updated after he gets back to Cleveland and undergoes tests with the team's doctors. Smith and Perkins appear in line for suspensions, and a judgment on their statuses will likely be handed down before the start of the conference semifinals.
",Oklahoma City Thunder,0,1,No score available
11,6,"The second - seed Cleveland Cavaliers (40) completed their sweep of the seventh - seed Boston Celtics (0 - 4) in a 101 - 93 slugfest Sunday. Cleveland came out with purpose in the first half, wining both of the first two quarters to go into the break with 57 - 36 lead. Coach David Blatt could have taken the game easy with the Cavs up 30 in the series, but he opted to push the accelerator to the floor and used his big guns for most of the game to ensure a win and an end to the Cavs' first - round series. LeBron James played a team - high 46 minutes and was followed closely by Kyrie Irving with 43 minutes of his own. Kevin Love was forced from the game in the first quarter with what appeared to be a dislocated left shoulder after Celtics big man Kelly Olynyk appeared to pull down on Love's arm while fighting for a rebound. Love was n't the only player to be forced from the game, and the Love/Olynyk incident was n't the only physical altercation. In the second quarter, Kendrick Perkins put a hard screen on Jae Crowder, pushing Crowder in his face and forcing him to the ground before antagonizing Crowder with a tap to the face with a closed fist. Both Perkins and Crowder were assessed technical fouls, and Perkins earned a flagrant - 1 foul for the tap to Crowder's face. Shortly after halftime, Crowder was hit in the face by a backhand from J.R. Smith. Smith was given a flagrant - 2 and automatically ejected from the game as a result. Crowder injured his knee during the Smith incident and left the game with a left knee sprain, unable to return. The Celtics made a run in the third quarter, outscoring the Cavs 25 - 13 in the third window, but it was n't enough. Cleveland carried a nine - point lead into the fourth quarter and never let Boston get closer than a six - point divide at 99 - 93 with under a minute left in the game. The Cavaliers will advance to the Eastern Conference semifinals, and they'll play the winner of the Bulls/Bucks series that is currently at 3 - 1 with the Bulls holding the advantage. Kevin Love's status will be updated after he gets back to Cleveland and undergoes tests with the team's doctors. Smith and Perkins appear in line for suspensions, and a judgment on their statuses will likely be handed down before the start of the conference semifinals.
", Milwaukee Bucks,," 

This response acknowledges the direct information available and the format requested while highlighting the limitation due to missing explicit data for two of the teams.",93
12,7,"The Oklahoma City Thunder (8 - 13) defeated the Milwaukee Bucks (11 - 12) 114 - 101 on Tuesday at Chesapeake Energy Arena in Oklahoma City. The Thunder took advantage of their superior shooting in this one. They shot 50 percent from the field, compared to the Bucks who shot only 41 percent from the field. Despite turning the ball over 20 times, the Thunder were also able to out - rebound the Bucks 54 - 31, giving them enough of an advantage to sneak out the victory at home on Tuesday. The Thunder are thrilled to have both of their superstars back from injury as both Kevin Durant and Russell Westbrook led the Thunder to the victory in this one. Westbrook had a team - high of 28 points (8 - 16 FG, 0 - 2 3Pt), while also handing out seven assists. He was able to get to the line at will, and converted on 12 - of - 15 attempts. He's now scored over 20 points in seven out of the eight games he's played this season, recording season averages of 24 points and 7 assists per game. Durant on the other hand shot 7 - for - 11 from the field, but only 1 - for - 5 from the three - point line to score 23 points. He went a perfect 8 - for - 8 from the free throw line and came close to a triple - double with nine rebounds and seven assists. The rebounds and assists were season - highs for Durant. Serge Ibaka had a solid all - around game in the victory as he went a perfect 5 - for - 5 from the field to score 15 points. Reggie Jackson supplied the Thunder with an effective bench presence as well with 18 points and seven rebounds. O.J. Mayo was the leading scorer on the other side for the Bucks, as he shot 6 - for - 13 from the field, but only 0 - for - 4 from the three - point line to score a team - high of 18 points. He eventually had to leave the game though, as he fouled out before the end of regulation. Giannis Antetokounmpo was also able to reach double figures with 17 points and seven rebounds. He did n't shoot all that well from the field (4 - 11 FG, 1 - 2 3Pt), but he was able to get to the free throw line 11 times and converted on eight of those attempts. Rookie Jabari Parker was the other starter to reach double - digits in points. He finished 7 - for - 13 from the field to score 15 points, marking his second straight night totaling 15 points. Jarryd Bayless had the most production off the bench as he went 3 - for - 6 from the field and 5 - for - 5 from the free throw line to score 11 points. The Thunders' next game will be at home against the Cleveland Cavaliers on Thursday, while the Bucks will be at home against the Los Angeles Clippers on Saturday.
", Milwaukee Bucks,"To answer the question ""How many Wins has the team?"" for each of the given values, we need to extract the win information from the provided reports. The teams mentioned are the Milwaukee Bucks, Minnesota Timberwolves, and New York Knicks, but the wins are specifically mentioned for the Milwaukee Bucks in some reports.


1. For ""Team:  Milwaukee Bucks"" in the first report, the text mentions ""(11 - 12)"", indicating 11 wins.
2. In the second report, there's no direct mention of the Milwaukee Bucks' win-loss record in a format that matches the question.
3. The third report does not directly mention the win count for any specific team related to the ""Team:  Milwaukee Bucks"" or provide a clear win count in the desired format.
4. For ""Team:  Minnesota Timberwolves"", there's no relevant information provided about their wins in the context needed.
5. For ""Team:  New York Knicks"", similar to the others, there isn't a direct mention of their win count in the necessary format.


Given this analysis and focusing on the explicit mentions related to the question:


The answer is: 11", 58,101
13,7,"The Oklahoma City Thunder (8 - 13) defeated the Milwaukee Bucks (11 - 12) 114 - 101 on Tuesday at Chesapeake Energy Arena in Oklahoma City. The Thunder took advantage of their superior shooting in this one. They shot 50 percent from the field, compared to the Bucks who shot only 41 percent from the field. Despite turning the ball over 20 times, the Thunder were also able to out - rebound the Bucks 54 - 31, giving them enough of an advantage to sneak out the victory at home on Tuesday. The Thunder are thrilled to have both of their superstars back from injury as both Kevin Durant and Russell Westbrook led the Thunder to the victory in this one. Westbrook had a team - high of 28 points (8 - 16 FG, 0 - 2 3Pt), while also handing out seven assists. He was able to get to the line at will, and converted on 12 - of - 15 attempts. He's now scored over 20 points in seven out of the eight games he's played this season, recording season averages of 24 points and 7 assists per game. Durant on the other hand shot 7 - for - 11 from the field, but only 1 - for - 5 from the three - point line to score 23 points. He went a perfect 8 - for - 8 from the free throw line and came close to a triple - double with nine rebounds and seven assists. The rebounds and assists were season - highs for Durant. Serge Ibaka had a solid all - around game in the victory as he went a perfect 5 - for - 5 from the field to score 15 points. Reggie Jackson supplied the Thunder with an effective bench presence as well with 18 points and seven rebounds. O.J. Mayo was the leading scorer on the other side for the Bucks, as he shot 6 - for - 13 from the field, but only 0 - for - 4 from the three - point line to score a team - high of 18 points. He eventually had to leave the game though, as he fouled out before the end of regulation. Giannis Antetokounmpo was also able to reach double figures with 17 points and seven rebounds. He did n't shoot all that well from the field (4 - 11 FG, 1 - 2 3Pt), but he was able to get to the free throw line 11 times and converted on eight of those attempts. Rookie Jabari Parker was the other starter to reach double - digits in points. He finished 7 - for - 13 from the field to score 15 points, marking his second straight night totaling 15 points. Jarryd Bayless had the most production off the bench as he went 3 - for - 6 from the field and 5 - for - 5 from the free throw line to score 11 points. The Thunders' next game will be at home against the Cleveland Cavaliers on Thursday, while the Bucks will be at home against the Los Angeles Clippers on Saturday.
", New York Knicks," 

This reflects that only one report directly provides a win count (11 wins) for the Milwaukee Bucks. For the other teams or instances, the information isn't provided in a manner that directly answers the question based on the given reports.",15,
14,8,"Carmelo Anthony's season - high 45 points (on 36 shots) over 46 minutes led New York. He had a driving layup with two seconds left in regulation and an 18 - footer with six ticks in the first overtime. Brandon Jennings provided an 18 - point, 11 - assist double - double. Courtney Lee compiled 17 points and nine rebounds. Kristaps Porzingis and Justin Holiday had 15 points apiece, while Mindaugas Kuzminskas posted 13. Kyle O'Quinn and Joakim Noah had eight points but combined for 26 boards. Paul Millsap's 37 - point, 19 - rebound double - double led Atlanta, and he drained the game - winning basket with 27 seconds left in the fourth overtime. Kent Bazemore managed 24 points, while Dennis Schroder posted a 23 - point, 15 - assist double - double. Dwight Howard and Tim Hardaway had 19 apiece, with the former adding 13 rebounds. Mike Dunleavy (12 points) led the bench.
",New York,"To answer the question ""How many Wins has the team?"" based on the provided reports for each team, we need to extract the win information from the text. However, the texts provided are game reports and do not directly state the total number of wins for each team's season. They do mention specific game outcomes and some seasonal statistics but not in a format that allows for a straightforward extraction of total season wins.

Given this complexity and the requirement to follow the format to the letter, I will attempt to provide an answer based on the information given in the reports, focusing on any mentions of win-loss records or implications thereof. However, please note that without explicit seasonal win totals, these answers might not fully address the question as intended.

1. **Team: Hawks** - The report does not directly mention the Hawks' win total.
2. **Team: Magic** - The report discusses a game between the Pistons and Bucks but does not provide the Magic's win total.
3. **Team: Memphis Grizzlies** - This report mentions a game between the Bucks and Cavaliers, with no information on the Grizzlies' win total.
4. **Team: New York** - The report details a game involving the Knicks (referred to here as ""New York"") but does not specify their seasonal win total.
5. **Team: Oklahoma City Thunder** - The report talks about a playoff series between the Cavaliers and Celtics, with no mention of the Thunder's win total.

Given the information provided in the reports, it seems there might be a misunderstanding or a lack of direct data to answer the question as posed. If we were to infer based on the context given (which is not directly applicable), we would still be unable to provide accurate win totals for each team without more specific seasonal statistics.

Therefore, based on the explicit details provided in the reports and adhering strictly to the format requested:

0",40,No score available
15,9,"In Thursday's win, the Warriors looked as solid as ever despite the absence of Draymond Green. Reigning MVP Steph Curry scored a team - high 29 points and dished out 11 assists. The previous MVP, Kevin Durant, meanwhile, scored 26 points and dished out another ten assists while pulling down eight rebounds. All-Star shooting guard Klay Thompson scored 21 along with seven rebounds. As a team, the Warriors shot over 52 percent from the field, made 14 three - pointers, dished out 38 assists, and saw seven players score in double - digits. For the Clippers, meanwhile, Blake Griffin picked up some of Chris Paul's slack in his absence. Griffin shot 10 - of - 19 for 31 points and came away with three steals. Off the bench, sixth man Jamal Crawford scored 21 with five three - pointers. Despite the loss, LA shot 50 percent from the field and hit ten threes on the night.
",Raptors,0,"37) seems to attempt to fill in gaps not directly supported by the text for some teams. Given the direct information available:

- New York Knicks: 40 losses
- Phoenix Suns, Toronto Raptors, Washington Wizards: The texts do not provide a clear, overall season record that would allow us to calculate their total losses accurately.

Thus, based on the explicit information given and adhering strictly to what can be directly inferred from the provided context without making assumptions beyond the text:

The most accurate answer I can provide with the given information is for the New York Knicks. For the others, without direct records mentioned in a way that applies to their overall season performance as requested, we cannot accurately fill in the losses based solely on the text provided.",No score available
16,10,"The New York Knicks (28 - 40) defeated the Los Angeles Lakers (14 - 53) 90 - 87 on Sunday. The game was largely a tale of two halves, with New York dominating the first two quarters despite missing two starters on offense, and jumping out to a 46 - 35 lead by intermission. However, the Lakers battled back through the final two periods, and the two teams found themselves knotted at 87 with 29 seconds left. Neither club could find a way to break the tie over the ensuing 28 ticks of the clock, with Kobe Bryant failing to hit a 12 - foot jumper for the Lakers after a 19 - second possession. Carmelo Anthony hauled in the defensive rebound off the missed shot, and following a Knicks timeout, Jose Calderon sealed the victory with a clutch 26 - foot three - point jumper with less than a second remaining. Anthony led the way for the Knicks with a 26 - point, 12 - rebound double - double, to which he added four assists and a block. Robin Lopez contributed 16 points, eight boards, two assists and two blocks. Derrick Williams, getting a spot start in place of the sidelined Kristaps Porzingis (illness), filled out the stat sheet with eight points, nine rebounds, an assist, two steals and a block. Calderon finished with nine points, six assists, three rebounds and a steal. The Knicks remain in third place in the Eastern Conference's Atlantic Division, and are seven games back of the eighth - seeded Detroit Pistons. They continue their West Coast swing with a trip to Golden State to face the Warriors on Wednesday night. Bryant spearheaded a pedestrian Lakers attack, tallying 14 points, two rebounds and a steal. Jordan Clarkson was the only other member of the starting five to manage double - digit scoring, recording 12 points, three rebounds, two assists and three steals. D'Angelo Russell notably turned in one of his worst efforts as a starter, posting only four points, two rebounds, two assists and a steal over 22 minutes. Lou Williams paced the reserves after a five - game absence, supplying 15 points, five assists, a rebound and a steal. The Lakers remain in last place in the Western Conference's Pacific Division. They're home again against the Sacramento Kings on Tuesday night.
", Miami Heat,"28 


The answer is based on the number of wins each team has, as mentioned in their respective reports. The teams and their win counts are:

- Los Angeles Lakers: 15
- Washington Wizards: 36 (not asked)
- Memphis Grizzlies: Not directly mentioned for this specific question context but mentioned as having 10 wins in another report.
- Miami Heat: 30
- Milwaukee Bucks: 18 (mentioned in the first report provided at the beginning)", Not explicitly stated, 90
17,10,"The New York Knicks (28 - 40) defeated the Los Angeles Lakers (14 - 53) 90 - 87 on Sunday. The game was largely a tale of two halves, with New York dominating the first two quarters despite missing two starters on offense, and jumping out to a 46 - 35 lead by intermission. However, the Lakers battled back through the final two periods, and the two teams found themselves knotted at 87 with 29 seconds left. Neither club could find a way to break the tie over the ensuing 28 ticks of the clock, with Kobe Bryant failing to hit a 12 - foot jumper for the Lakers after a 19 - second possession. Carmelo Anthony hauled in the defensive rebound off the missed shot, and following a Knicks timeout, Jose Calderon sealed the victory with a clutch 26 - foot three - point jumper with less than a second remaining. Anthony led the way for the Knicks with a 26 - point, 12 - rebound double - double, to which he added four assists and a block. Robin Lopez contributed 16 points, eight boards, two assists and two blocks. Derrick Williams, getting a spot start in place of the sidelined Kristaps Porzingis (illness), filled out the stat sheet with eight points, nine rebounds, an assist, two steals and a block. Calderon finished with nine points, six assists, three rebounds and a steal. The Knicks remain in third place in the Eastern Conference's Atlantic Division, and are seven games back of the eighth - seeded Detroit Pistons. They continue their West Coast swing with a trip to Golden State to face the Warriors on Wednesday night. Bryant spearheaded a pedestrian Lakers attack, tallying 14 points, two rebounds and a steal. Jordan Clarkson was the only other member of the starting five to manage double - digit scoring, recording 12 points, three rebounds, two assists and three steals. D'Angelo Russell notably turned in one of his worst efforts as a starter, posting only four points, two rebounds, two assists and a steal over 22 minutes. Lou Williams paced the reserves after a five - game absence, supplying 15 points, five assists, a rebound and a steal. The Lakers remain in last place in the Western Conference's Pacific Division. They're home again against the Sacramento Kings on Tuesday night.
", Toronto Raptors,2, (skipping non-direct or unclear mentions),87
18,11,"DeMar DeRozan and Terrence Ross combined for a whopping 55 points on 17 - of - 28 shooting, helping lead the Raptors to outstanding 51 and 56 percent success rates from the field and three - point range, respectively. Kyle Lowry went for 18 points, while DeMarre Carroll supplied 13 points of his own. Jonas Valanciunas registered an 11 - point, 13 - rebound double - double. The top - heavy Bucks got their own stellar 30 - point performance from Giannis Antetokounmpo, while Jabari Parker followed with 27 points. However, only one other Bucks player managed to get into double digits in the scoring column, and that effort came from the bench in the person of Greg Monroe (11 points). Tony Snell (eight points), John Henson (seven points) and Matthew Dellavedova (two points) considerably underwhelmed, while Milwaukee particularly struggled from long range, shooting just 17 percent from beyond the arc.
",Clippers,"Bucks

Since specific win numbers are not provided in the text for any of these teams, we cannot accurately fill in the win counts. The question seems to require information that is not directly available in the given reports. 

If we were to infer based on the context provided (which does not include explicit win counts), the answer format would still be:

-1",40,95
19,12,"The Memphis Grizzlies (10) defeated the Minnesota Timberwolves (0 - 1) 105 - 101 Wednesday at the FedExForum in Memphis. It was n't the cleanest game ever played, with the Timberwolves handing out 23 turnovers and the Grizzlies racking up 17 of their own, but it was still a tight matchup that ended with a close finish. Marc Gasol put the Grizzlies on his back and helped the Grizzlies get their first victory of the year. Gasol finished the game with 32 points (12 - 17 FG), nine rebounds, three assists, two steals, and two blocked shots, getting a little bit of everything on the stat sheet Wednesday. Not far behind was Zach Randolph, who had 25 points (12 - 16 FG), 13 rebounds, an assist, and a block. Mike Conley also passed the double - digit benchmark and finished with 16 points to go along with one rebound, six assists, and a steal. The other starting guard, Courtney Lee, shot 5 - for - 11 from the field and 2 - for - 4 from behind the arc to score 14 points in 35 minutes of action. Despite the win, the Grizzlies got little output from their bench unit, who only scored 10 of their 105 total points. With a ton of fresh faces, this was finally a shot for Timberwolves' fans to see their new young lineup. Thaddeus Young was very efficient in his debut, scoring 26 points (10 - 18 FG, 2 - 3 3PT, 4 - 4 FT) and grabbing four rebounds, four assists, and two steals. Mo Williams matched Young's efficiency and added 18 points (6 - 9 FG, 2 - 3 3Pt, 4 - 4 FT) of his own. Williams also contributed four assists and a steal. No. 1 overall pick Andrew Wiggins made his regular season debut but only had six points, three rebounds, an assist, and two steals, playing just 18 minutes. The Grizzlies' next game is on the road Friday against the Indiana Pacers, while the Timberwolves will take on the Detroit Pistons on Thursday in Detroit.
", Detroit Pistons,,No info,101
20,12,"The Memphis Grizzlies (10) defeated the Minnesota Timberwolves (0 - 1) 105 - 101 Wednesday at the FedExForum in Memphis. It was n't the cleanest game ever played, with the Timberwolves handing out 23 turnovers and the Grizzlies racking up 17 of their own, but it was still a tight matchup that ended with a close finish. Marc Gasol put the Grizzlies on his back and helped the Grizzlies get their first victory of the year. Gasol finished the game with 32 points (12 - 17 FG), nine rebounds, three assists, two steals, and two blocked shots, getting a little bit of everything on the stat sheet Wednesday. Not far behind was Zach Randolph, who had 25 points (12 - 16 FG), 13 rebounds, an assist, and a block. Mike Conley also passed the double - digit benchmark and finished with 16 points to go along with one rebound, six assists, and a steal. The other starting guard, Courtney Lee, shot 5 - for - 11 from the field and 2 - for - 4 from behind the arc to score 14 points in 35 minutes of action. Despite the win, the Grizzlies got little output from their bench unit, who only scored 10 of their 105 total points. With a ton of fresh faces, this was finally a shot for Timberwolves' fans to see their new young lineup. Thaddeus Young was very efficient in his debut, scoring 26 points (10 - 18 FG, 2 - 3 3PT, 4 - 4 FT) and grabbing four rebounds, four assists, and two steals. Mo Williams matched Young's efficiency and added 18 points (6 - 9 FG, 2 - 3 3Pt, 4 - 4 FT) of his own. Williams also contributed four assists and a steal. No. 1 overall pick Andrew Wiggins made his regular season debut but only had six points, three rebounds, an assist, and two steals, playing just 18 minutes. The Grizzlies' next game is on the road Friday against the Indiana Pacers, while the Timberwolves will take on the Detroit Pistons on Thursday in Detroit.
", Milwaukee Bucks,," Not explicitly stated

However, considering the need to follow the exact output format requested and acknowledging the missing direct references for Memphis Grizzlies and Miami Heat's loss counts in their respective reports, we must clarify that without explicit win-loss records for all teams in the question context, providing a precise numerical answer for each as requested isn't fully feasible based on the given text. 

For accuracy in following instructions despite this challenge:
58", 105
21,13,"The Brooklyn Nets (37 - 42) defeated the Washington Wizards (45 - 34) 117 - 80 on Friday in Brooklyn. The Nets seized control of this game from the very start, opening up a 31 - 14 lead after the first quarter. They also ended the contest on a very strong note, winning the fourth quarter 42 - 18. Brook Lopez once again led the way for the Nets, as he continues to play his best basketball of the season. He had 26 points (12 - 22 FG) and nine rebounds, and in his last five games is averaging 25 points and 10 rebounds in his last five games. Bojan Bogdonavic was not far behind, scoring 22 points (7 - 12 FG, 6 - 6 3Pt) in 30 minutes off the bench. Jarrett Jack (14) and Thaddeus Young (10) were the only other Brooklyn players to score in double figures, and while he did not reach double figure scoring, Deron Williams still put together a solid stat line of nine points (3 - 11 FG, 2 - 4 3Pt), nine assists and seven rebounds in 31 minutes. The win, along with a Celtics win, leaves the Nets in a tie for the final playoff spot in the Eastern Conference, but they are losing the tiebreaker to Boston. They currently hold a 2 - game lead over the Pacers for that position with just three games left to play in the regular season. The Wizards rested John Wall for the second night in a row, as they do not have much to play for as the season winds down. Bradley Beal played well in the losing effort, scoring a team - high 24 points (10 - 19 FG, 3 - 4 3Pt), while Marcin Gortat recorded a monster double - double of 21 points (9 - 11 FG) and 16 rebounds. Ramon Sessions filled in for Wall once again, but struggled shooting the ball, going 1 - for - 7 from the field for two points to go along with 10 assists and seven rebounds. Even with the loss, Washington is sitting comfortably in fifth place in the East, and since they are unable to move up or down in the standings regardless of the outcomes for these final three games in the regular season. Up next, the Nets will head to Milwaukee Sunday to take on the Bucks, while the Wizards head home Sunday and play the East-leading Hawks.
",Warriors,0,"To answer the question ""How many Losses has the team?"" for each given value, we need to extract the loss information from the provided reports. Here are the answers based on the context:

1. **Team: Washington Wizards** - There's no direct mention of the Wizards' record in the provided text, so we cannot determine their losses directly from this information.
2. **Team: Atlanta** - The report mentions the Hawks' record as ""46-12"", which implies they have 12 losses.
3. **Team: Brooklyn Nets** - There is no mention of the Nets' record in the provided reports.
4. **Team: Bucks** - The text does not directly state the Bucks' loss record, but it discusses a game against the Raptors without providing the Bucks' overall season record.

Given the information and the format requested for the answer:

- For ""Washington Wizards"", we cannot find the loss count in the provided texts.
- For ""Atlanta"", the loss count is 12.
- For ""Brooklyn Nets"" and ""Bucks"", the specific loss counts are not mentioned in the reports provided.

Therefore, based on the information given and following the requested format for answering:

12","To answer the question ""What is the number of total points the team scored?"" based on the provided text for each team mentioned, we need to look at the context given for each team. However, since the specific scores for the teams mentioned in the query (Raptors, Warriors) are not directly provided in all cases within the given texts, we'll have to infer or directly extract information where available.

1. **Team: Raptors** - There's no direct mention of the Raptors' score in the provided text. The first report mentions the Warriors and Clippers, with scores for individual players but not a total team score for the Raptors since they are not mentioned. The second report talks about the Nets and Wizards, again without mentioning the Raptors.

2. **Team: Warriors** - In the first report, there's detailed information about the Warriors' performance, including points scored by individual players (Steph Curry with 29 points, Kevin Durant with 26 points, Klay Thompson with 21 points). However, to find the total team score, we would need to sum these and any other points mentioned. The text does mention ""seven players score in double-digits,"" but it only specifies the points for three of them (Curry, Durant, Thompson). Without the exact scores from all contributors, we can't calculate the total team score directly from this information.

Given the lack of direct information or a clear method to calculate the total points scored by each mentioned team based on the provided texts, and adhering strictly to the format requested for the answer:

The final answer is: Not available"
22,14,"The Washington Wizards (36 - 37) defeated the Los Angeles Lakers (15 - 58) 101 - 88 at Staples Center on Sunday. Washington ended a short, but important two game losing skid with an easy victory on the road, and are now 3 games back of the Detroit Pistons for the 8 - seed in the Eastern Conference. The Wizards played at a high speed pace, led by John Wall, who diced through the Lakers defense and took advantage of his matchup with D’Angelo Russell. Wall’s 22 points, 13 assists and five rebounds overshadowed his seven turnovers, which proved to be a non - issue seeing the double digit lead his team held for most of the game. The former No. 1 overall pick ran impressive sets with Marcin Gortat, who was on the receiving end of multiple flashy dimes, and turned in 16 points and 10 rebounds. The Lakers got into early foul trouble and ended up with a total of 26 team fouls, but the Wizards shot a poor 16 - of - 29 from the free throw line. Given the amount of times that Los Angeles put Washington on the line, the 13 points loss could well have been a 20 - plus point blowout. D’Angelo Russell was no match defending Wall from getting to the rim, but he did equal his opponents scoring with 22 points of his own. Kobe Bryant has a handful of games left in his career, and the wear and tear of his 20th season reared it’s head a few times during the game. Bryant finished with 17 points, one rebound and two assists on 6 - of - 15 shooting, but also looked sloppy handling the ball at times, which he even recognized after checking himself out of the game. The Lakers will visit the Utah Jazz (36 - 37) on Monday, while the Wizards will head north to take on the Golden State Warriors (66 - 7).
", New York Knicks,"To answer the question ""How many Wins has the team?"" based on the provided text, we need to extract win information for each mentioned team from their respective reports.

1. **New York Knicks**: The report mentions the Knicks' record as 28-40.
2. **Phoenix Suns**: No direct win-loss record is mentioned in the provided texts for the Phoenix Suns, but one of the reports mentions a game where they lost to the Grizzlies.
3. **Toronto Raptors**: One report mentions the Raptors with a record of 2-1 against the Miami Heat, and another mentions them without a specific record in the context provided.
4. **Washington Wizards**: The text does not directly mention the win-loss record for the Washington Wizards but discusses their performance in a game.

Given the information available:
- New York Knicks: 28 wins
- Phoenix Suns: No direct information on total wins, only a loss mentioned.
- Toronto Raptors: Mentioned as 2-1 in one context, which doesn't reflect their overall season record.
- Washington Wizards: No direct win-loss record provided.

Therefore, the answer based on the explicit mention of wins for each team is:
28",0,88
23,14,"The Washington Wizards (36 - 37) defeated the Los Angeles Lakers (15 - 58) 101 - 88 at Staples Center on Sunday. Washington ended a short, but important two game losing skid with an easy victory on the road, and are now 3 games back of the Detroit Pistons for the 8 - seed in the Eastern Conference. The Wizards played at a high speed pace, led by John Wall, who diced through the Lakers defense and took advantage of his matchup with D’Angelo Russell. Wall’s 22 points, 13 assists and five rebounds overshadowed his seven turnovers, which proved to be a non - issue seeing the double digit lead his team held for most of the game. The former No. 1 overall pick ran impressive sets with Marcin Gortat, who was on the receiving end of multiple flashy dimes, and turned in 16 points and 10 rebounds. The Lakers got into early foul trouble and ended up with a total of 26 team fouls, but the Wizards shot a poor 16 - of - 29 from the free throw line. Given the amount of times that Los Angeles put Washington on the line, the 13 points loss could well have been a 20 - plus point blowout. D’Angelo Russell was no match defending Wall from getting to the rim, but he did equal his opponents scoring with 22 points of his own. Kobe Bryant has a handful of games left in his career, and the wear and tear of his 20th season reared it’s head a few times during the game. Bryant finished with 17 points, one rebound and two assists on 6 - of - 15 shooting, but also looked sloppy handling the ball at times, which he even recognized after checking himself out of the game. The Lakers will visit the Utah Jazz (36 - 37) on Monday, while the Wizards will head north to take on the Golden State Warriors (66 - 7).
", Los Angeles Lakers,58,"To answer the question ""How many Losses has the team?"" for each given value, we need to extract the loss count from the provided reports. Here are the answers based on the information given:

1. Team: Los Angeles Lakers - The report mentions ""(15 - 58)"" which implies 58 losses.
2. Team: Los Angeles Lakers (second report) - Again, the mention is ""(15 - 58)"", indicating 58 losses.
3. Team: Memphis Grizzlies - The relevant report for Memphis Grizzlies mentions a game against Minnesota Timberwolves but does not directly state the season record in the format seen for the Lakers. However, another part of the text mentions ""The Memphis Grizzlies (10)"" which seems to refer to a ranking or standing rather than a win-loss record. For the actual loss count related to the Memphis Grizzlies' performance against the Minnesota Timberwolves, we don't have a direct season record provided in this snippet.
4. Team: Miami Heat - The report mentions ""The New York Knicks (28 - 40)"" and ""Los Angeles Lakers (14 - 53)"", but for the Miami Heat, it does not provide a loss count directly related to their team name in the format of wins-losses within these specific reports.

Given the direct information available:
- For Los Angeles Lakers: 58 losses (from both relevant reports).
- For Memphis Grizzlies and Miami Heat, we don't have explicit win-loss records provided in the text snippets that match the format given for the Lakers.

Therefore, based on the explicit information provided:
58", 101
