"title","director_name"
"Spectre","D.J. Caruso"
"Spectre","Scott Derrickson"
"Spectre","Ivan Reitman"
"Spectre","Kelly Asbury"
"Spectre","Vincent Ward"
"Spectre","Steven Brill"
"Spectre","Terry Gilliam"
"Spectre","Lucile Hadzihalilovic"
"Spectre","Roger Christian"
"Spectre","Antony Hoffman"
"Spectre","Jacques Perrin"
"Spectre","Andrés Couturier"
"Spectre","Cody Cameron"
"Spectre","Oliver Hirschbiegel"
"Spectre","Des McAnuff"
"Spectre","Chris Renaud"
"Spectre","David Kellogg"
"Spectre","F. Gary Gray"
"Spectre","Robert Luketic"
"Spectre","Gil Kenan"
"Spectre","Florent-Emilio Siri"
"Spectre","Àlex Pastor"
"Spectre","Kyle Balda"
"Spectre","Fergal Reilly"
"Spectre","Paul Tibbitt"
"Spectre","Randall Wallace"
"Spectre","Jonathan Frakes"
"Spectre","Gary Shore"
"Spectre","Andrzej Bartkowiak"
"Spectre","Måns Mårlind"
"Spectre","Gregory Hoblit"
"Spectre","Gary McKendry"
"Spectre","Wych Kaosayananda"
"Spectre","Mikael Salomon"
"Spectre","Dan St. Pierre"
"Spectre","Kerry Conran"
"Spectre","Michael Caton-Jones"
"Spectre","Mikael Håfström"
"Spectre","Phil Alden Robinson"
"Spectre","David Slade"
"Spectre","Joseph Ruben"
"Spectre","Alejandro Amenábar"
"Spectre","Kinka Usher"
"Spectre","Craig Gillespie"
"Spectre","Doug Lefler"
"Spectre","Scott Waugh"
"Spectre","Lawrence Kasdan"
"Spectre","Michael Lembeck"
"Spectre","Tom Hooper"
"Spectre","Clint Eastwood"
"Spectre","Larry Charles"
"Spectre","Glenn Ficarra"
"Spectre","David S. Goyer"
"Spectre","Taylor Hackford"
"Spectre","Michael Lehmann"
"Spectre","Stuart Beattie"
"Spectre","Roman Polanski"
"Spectre","Baltasar Kormákur"
"Spectre","Daniel Lee"
"Spectre","Rob Reiner"
"Spectre","Marco Schnabel"
"Spectre","Demian Lichtenstein"
"Spectre","Jay Russell"
"Spectre","Kenny Ortega"
"Spectre","David McNally"
"Spectre","Steven Zaillian"
"Spectre","Babak Najafi"
"Spectre","Anthony Stacchi"
"Spectre","Griffin Dunne"
"Spectre","Ruben Fleischer"
"Spectre","Kevin Macdonald"
"Spectre","Donald Petrie"
"Spectre","Jorge Blanco"
"Spectre","Stuart Baird"
"Spectre","Joel Coen"
"Spectre","Robert Lorenz"
"Spectre","Harold Becker"
"Spectre","Rod Lurie"
"Spectre","Akiva Goldsman"
"Spectre","Harald Zwart"
"Spectre","Walter Salles"
"Spectre","Iain Softley"
"Spectre","David Koepp"
"Spectre","Soi Cheang"
"Spectre","Tim Miller"
"Spectre","Stephen Herek"
"Spectre","Anthony Hemingway"
"Spectre","Wayne Wang"
"Spectre","Gabriele Muccino"
"Spectre","John Frankenheimer"
"Spectre","Akiva Schaffer"
"Spectre","Kent Alterman"
"Spectre","Shekhar Kapur"
"Spectre","Karyn Kusama"
"Spectre","Ronald F. Maxwell"
"Spectre","Steve Antin"
"Spectre","Jim Gillespie"
"Spectre","Richard Lester"
"Spectre","Scott Cooper"
"Spectre","Curtis Hanson"
"Spectre","Phyllida Lloyd"
"Spectre","Jay Chandrasekhar"
"Spectre","Miloš Forman"
"Spectre","Pierre Morel"
"Spectre","Paul Hunter"
"Spectre","John Whitesell"
"Spectre","George Nolfi"
"Spectre","Rawson Marshall Thurber"
"Spectre","Brian Helgeland"
"Spectre","Frank Marshall"
"Spectre","Hideo Nakata"
"Spectre","Peter Hewitt"
"Spectre","Jaume Collet-Serra"
"Spectre","Andy Fickman"
"Spectre","James McTeigue"
"Spectre","Matthew O'Callaghan"
"Spectre","Gary Fleder"
"Spectre","Tommy Wirkola"
"Spectre","Adrian Lyne"
"Spectre","Stephen Gaghan"
"Spectre","Richard Loncraine"
"Spectre","Christophe Gans"
"Spectre","Howard Deutch"
"Spectre","Steven Quale"
"Spectre","Beeban Kidron"
"Spectre","Carl Franklin"
"Spectre","Barbet Schroeder"
"Spectre","Andrew Niccol"
"Spectre","David Cronenberg"
"Spectre","John Stockwell"
"Spectre","David Gordon Green"
"Spectre","Jim Sheridan"
"Spectre","Costa-Gavras"
"Spectre","Patrick Read Johnson"
"Spectre","Richard LaGravenese"
"Spectre","George Armitage"
"Spectre","James Wong"
"Spectre","Deepa Mehta"
"Spectre","Penny Marshall"
"Spectre","Ted Kotcheff"
"Spectre","Stephen Frears"
"Spectre","P.J. Hogan"
"Spectre","Brad Furman"
"Spectre","Terence Young"
"Spectre","Denis Villeneuve"
"Spectre","Thomas Carter"
"Spectre","Luis Llosa"
"Spectre","Garth Jennings"
"Spectre","Joel Zwick"
"Spectre","Russell Mulcahy"
"Spectre","Peter Howitt"
"Spectre","John A. Davis"
"Spectre","Julie Taymor"
"Spectre","Mathieu Kassovitz"
"Spectre","John Schultz"
"Spectre","Simon Wincer"
"Spectre","Danny Pang"
"Spectre","George P. Cosmatos"
"Spectre","Oliver Parker"
"Spectre","Ben Affleck"
"Spectre","Brian Gibson"
"Spectre","Paul McGuigan"
"Spectre","Gus Van Sant"
"Spectre","Roger Kumble"
"Spectre","Burr Steers"
"Spectre","Reginald Hudlin"
"Spectre","Mark Pellington"
"Spectre","John Glen"
"Spectre","Annabel Jankel"
"Spectre","Julie Anne Robinson"
"Spectre","Sngmoo Lee"
"Spectre","Jamel Debbouze"
"Spectre","Gordon Chan"
"Spectre","Asger Leth"
"Spectre","John G. Avildsen"
"Spectre","Anne Fletcher"
"Spectre","Bruce Beresford"
"Spectre","Sam Taylor-Johnson"
"Spectre","Etan Cohen"
"Spectre","Nick Cassavetes"
"Spectre","Mark A.Z. Dippé"
"Spectre","Callan Brunker"
"Spectre","Nimród Antal"
"Spectre","Alejandro Agresti"
"Spectre","Colin Strause"
"Spectre","Joan Chen"
"Spectre","Greg Mottola"
"Spectre","Jake Kasdan"
"Spectre","Kelly Makin"
"Spectre","Stephen Daldry"
"Spectre","Christian Duguay"
"Spectre","Justin Chadwick"
"Spectre","Pat O'Connor"
"Spectre","Stephen T. Kay"
"Spectre","Juan Antonio Bayona"
"Spectre","Charles Shyer"
"Spectre","Ulu Grosbard"
"Spectre","Malcolm D. Lee"
"Spectre","Jerry Jameson"
"Spectre","Mic Rodgers"
"Spectre","Christian Alvart"
"Spectre","Jean-Marie Poiré"
"Spectre","Marc F. Adler"
"Spectre","Geoffrey Sax"
"Spectre","Richard Shepard"
"Spectre","Peter Chan"
"Spectre","Sergei Bodrov Jr."
"Spectre","Bong Joon-ho"
"Spectre","Bibo Bergeron"
"Spectre","Jeff Nathanson"
"Spectre","Charles S. Dutton"
"Spectre","Jonathan Lynn"
"Spectre","Yuefeng Song"
"Spectre","Luis Mandoki"
"Spectre","David Leland"
"Spectre","J Blakeson"
"Spectre","Kirk Jones"
"Spectre","Jennifer Flackett"
"Spectre","Charles Martin Smith"
"Spectre","Fyodor Bondarchuk"
"Spectre","Irvin Kershner"
"Spectre","Scott Hicks"
"Spectre","Wilson Yip"
"Spectre","Kevin Rodney Sullivan"
"Spectre","Kevin Munroe"
"Spectre","Patrick Tatopoulos"
"Spectre","Alan Poul"
"Spectre","Luke Greenfield"
"Spectre","Gil Junger"
"Spectre","Alexandre Aja"
"Spectre","Michael Rymer"
"Spectre","Mike Hodges"
"Spectre","Susanna White"
"Spectre","Peter Landesman"
"Spectre","Lasse Hallström"
"Spectre","Jean-Marc Vallée"
"Spectre","Ronny Yu"
"Spectre","Bille August"
"Spectre","Jean-Paul Rappeneau"
"Spectre","Tony Kaye"
"Spectre","George Tillman, Jr."
"Spectre","Rand Ravich"
"Spectre","Hugh Hudson"
"Spectre","Ben Stassen"
"Spectre","Chris Gorak"
"Spectre","Scott Speer"
"Spectre","Joe Charbanic"
"Spectre","Danny Cannon"
"Spectre","Boaz Yakin"
"Spectre","Richard Marquand"
"Spectre","Neil Marshall"
"Spectre","John Luessenhop"
"Spectre","Justin Zackham"
"Spectre","Miguel Sapochnik"
"Spectre","Shim Hyung-Rae"
"Spectre","Don Scardino"
"Spectre","Nanette Burstein"
"Spectre","Ariel Vromen"
"Spectre","Lewis Gilbert"
"Spectre","John Francis Daley"
"Spectre","J.B. Rogers"
"Spectre","Michael Sucsy"
"Spectre","Stig Bergqvist"
"Spectre","Jason Reitman"
"Spectre","Jonathan Levine"
"Spectre","Forest Whitaker"
"Spectre","Peter Lepeniotis"
"Spectre","Ted Demme"
"Spectre","Lee Toland Krieger"
"Spectre","Tim McCanlies"
"Spectre","Jason Friedberg"
"Spectre","Paul Michael Glaser"
"Spectre","John R. Leonetti"
"Spectre","Kimberly Peirce"
"Spectre","Liz Friedlander"
"Spectre","Phil Joanou"
"Spectre","Shane Acker"
"Spectre","Martha Coolidge"
"Spectre","Troy Miller"
"Spectre","Tate Taylor"
"Spectre","Brett Leonard"
"Spectre","Alister Grierson"
"Spectre","Nick Hurran"
"Spectre","Charles Stone III"
"Spectre","Kurt Wimmer"
"Spectre","Jean-François Richet"
"Spectre","Ellory Elkayem"
"Spectre","Vincenzo Natali"
"Spectre","Gavin O'Connor"
"Spectre","Bruce Hunt"
"Spectre","Nick Hamm"
"Spectre","Mike Disa"
"Spectre","Richard J. Lewis"
"Spectre","Niels Arden Oplev"
"Spectre","Michael Radford"
"Spectre","Steve Boyum"
"Spectre","Chen Kaige"
"Spectre","Corey Yuen Kwai"
"Spectre","Laurent Tirard"
"Spectre","Reinhard Klooss"
"Spectre","Frédéric Auburtin"
"Spectre","Olivier Dahan"
"Spectre","Maksim Fadeev"
"Spectre","Liliana Cavani"
"Spectre","Richard Attenborough"
"Spectre","Don Mancini"
"Spectre","Norton Virgien"
"Spectre","Shinji Aramaki"
"Spectre","Miguel Arteta"
"Spectre","Janusz Kamiński"
"Spectre","Robert B. Weide"
"Spectre","Jeff Wadlow"
"Spectre","Agustín Díaz Yanes"
"Spectre","Camille Delamarre"
"Spectre","Richard Eyre"
"Spectre","Nicholas Meyer"
"Spectre","Callie Khouri"
"Spectre","Sanaa Hamri"
"Spectre","Todd Graff"
"Spectre","Philip Kaufman"
"Spectre","Saul Dibb"
"Spectre","E. Elias Merhige"
"Spectre","Menno Meyjes"
"Spectre","Kevin Allen"
"Spectre","Michael Cristofer"
"Spectre","Fernando Meirelles"
"Spectre","Oleg Stepchenko"
"Spectre","Michael Winterbottom"
"Spectre","Sharon Maguire"
"Spectre","Charles Herman-Wurmfeld"
"Spectre","John Polson"
"Spectre","Bernardo Bertolucci"
"Spectre","Chris Nahon"
"Spectre","Bille Woodruff"
"Spectre","Victor Salva"
"Spectre","Steve Bendelack"
"Spectre","Dwight H. Little"
"Spectre","Guillaume Canet"
"Spectre","Kirsten Sheridan"
"Spectre","Richard Fleischer"
"Spectre","Bob Spiers"
"Spectre","Damien Dante Wayans"
"Spectre","Tim Fywell"
"Spectre","Jeremy Leven"
"Spectre","Sylvain White"
"Spectre","Troy Nixey"
"Spectre","Philip G. Atwell"
"Spectre","Steve Barron"
"Spectre","John Schlesinger"
"Spectre","Ringo Lam"
"Spectre","Patricia Riggen"
"Spectre","Pascal Chaumeil"
"Spectre","Jonathan Kaplan"
"Spectre","Ole Bornedal"
"Spectre","Richard Benjamin"
"Spectre","Craig R. Baxley"
"Spectre","John Hillcoat"
"Spectre","John Guillermin"
"Spectre","Marcos Siega"
"Spectre","Rachel Talalay"
"Spectre","Jeffrey W. Byrd"
"Spectre","Atom Egoyan"
"Spectre","Giuseppe Tornatore"
"Spectre","Jérôme Deschamps"
"Spectre","Inna Evlannikova"
"Spectre","Sergey Bondarchuk"
"Spectre","Teddy Chan"
"Spectre","Mario Van Peebles"
"Spectre","Leonard Nimoy"
"Spectre","Neil LaBute"
"Spectre","Grant Heslov"
"Spectre","George Gallo"
"Spectre","Sidney Lumet"
"Spectre","Douglas McGrath"
"Spectre","Richard Williams"
"Spectre","Mary McGuckian"
"Spectre","Tony Goldwyn"
"Spectre","Jonathan Newman"
"Spectre","Michael Dinner"
"Spectre","Joseph Sargent"
"Spectre","Jerry Zaks"
"Spectre","Anne Fontaine"
"Spectre","Jon Cassar"
"Spectre","Jessie Nelson"
"Spectre","Christopher Spencer"
"Spectre","Daniel Sackheim"
"Spectre","Uli Edel"
"Spectre","Laurence Dunmore"
"Spectre","Christian Carion"
"Spectre","Dax Shepard"
"Spectre","Rowan Joffe"
"Spectre","John Curran"
"Spectre","Juan José Campanella"
"Spectre","Trey Parker"
"Spectre","Stuart Gillard"
"Spectre","Katt Shea"
"Spectre","Joshua Michael Stern"
"Spectre","Tomas Alfredson"
"Spectre","John Duigan"
"Spectre","Jim Sonzero"
"Spectre","Penelope Spheeris"
"Spectre","Jeff Tremaine"
"Spectre","Jeannot Szwarc"
"Spectre","Thea Sharrock"
"Spectre","Mennan Yapo"
"Spectre","Jun Falkenstein"
"Spectre","Takashi Shimizu"
"Spectre","Anton Corbijn"
"Spectre","John Patrick Shanley"
"Spectre","John McNaughton"
"Spectre","Nelson McCormick"
"Spectre","Eric Valette"
"Spectre","Michael Spierig"
"Spectre","Jim Field Smith"
"Spectre","Thomas Bezucha"
"Spectre","William Brent Bell"
"Spectre","Henry Joost"
"Spectre","Ed Harris"
"Spectre","Shana Feste"
"Spectre","Michael J. Bassett"
"Spectre","Frank Nissen"
"Spectre","Chris Koch"
"Spectre","Mark Mylod"
"Spectre","Stephen St. Leger"
"Spectre","Michael O. Sajbel"
"Spectre","Charles T. Kanganis"
"Spectre","Frank Passingham"
"Spectre","Benson Lee"
"Spectre","Glen Morgan"
"Spectre","Alejandro Monteverde"
"Spectre","Todd Haynes"
"Spectre","Mabrouk El Mechri"
"Spectre","Angelo Pizzo"
"Spectre","David Anspaugh"
"Spectre","Andrew Jarecki"
"Spectre","Daniel Algrant"
"Spectre","Wayne Thornley"
"Spectre","Gnana Rajasekaran"
"Spectre","Jonathan Jakubowicz"
"Spectre","Mark Rosman"
"Spectre","Britt Allcroft"
"Spectre","Alan Yuen"
"Spectre","Brian Percival"
"Spectre","Anand Tucker"
"Spectre","Michael Dowse"
"Spectre","Andrew Douglas"
"Spectre","Sean McNamara"
"Spectre","Jody Hill"
"Spectre","Kevin Tancharoen"
"Spectre","Nicholas Hytner"
"Spectre","Bart Freundlich"
"Spectre","William A. Fraker"
"Spectre","John Boorman"
"Spectre","Courtney Solomon"
"Spectre","Jeff Kanew"
"Spectre","István Szabó"
"Spectre","Jonathan Teplitzky"
"Spectre","Michael Haneke"
"Spectre","Zack Ward"
"Spectre","Mike Marvin"
"Spectre","Gregor Jordan"
"Spectre","Olivier Assayas"
"Spectre","Tran Anh Hung"
"Spectre","Lance Hool"
"Spectre","Christian Volckman"
"Spectre","Rodrigo Cortés"
"Spectre","Cory Edwards"
"Spectre","Xavier Gens"
"Spectre","Kasi Lemmons"
"Spectre","Brian A Miller"
"Spectre","Kevin Greutert"
"Spectre","Erik White"
"Spectre","Gary Halvorson"
"Spectre","Fede Alvarez"
"Spectre","Sidney J. Furie"
"Spectre","Ian Iqbal Rashid"
"Spectre","Wayne Kramer"
"Spectre","Rowdy Herrington"
"Spectre","Jim Goddard"
"Spectre","Noel Marshall"
"Spectre","Andrea Di Stefano"
"Spectre","Guillaume Ivernel"
"Spectre","Jack Smight"
"Spectre","Todd Lincoln "
"Spectre","Steven Shainberg"
"Spectre","Julian Jarrold"
"Spectre","Joe Nussbaum"
"Spectre","Vadim Perelman"
"Spectre","Michel Hazanavicius"
"Spectre","Cyrus Nowrasteh"
"Spectre","Perry Andelin Blake"
"Spectre","Christian E. Christiansen"
"Spectre","Sheldon Lettich"
"Spectre","Peter Flinth"
"Spectre","Robert Iscove"
"Spectre","Peter Kosminsky"
"Spectre","Allen Coulter"
"Spectre","Clare Kilner"
"Spectre","Josef Rusnak"
"Spectre","Ronald Neame"
"Spectre","Bruce Paltrow"
"Spectre","Susanne Bier"
"Spectre","Kenneth Johnson"
"Spectre","Jessy Terrero"
"Spectre","Dany Boon"
"Spectre","Vicente Amorim"
"Spectre","Gaspar Noé"
"Spectre","Jérôme Salle"
"Spectre","Tommy Lee Jones"
"Spectre","Gérard Krawczyk"
"Spectre","Udayan Prasad"
"Spectre","Yoon Je-kyoon"
"Spectre","Morten Tyldum"
"Spectre","Gillian Armstrong"
"Spectre","Ric Roman Waugh"
"Spectre","Joel Gallen"
"Spectre","James Marsh"
"Spectre","Matt Williams"
"Spectre","Rob Zombie"
"Spectre","Dennis Iliadis"
"Spectre","Rick Rosenthal"
"Spectre","Sara Sugarman"
"Spectre","Juan Carlos Fresnadillo"
"Spectre","Phil Traill"
"Spectre","Joe Berlinger"
"Spectre","Elizabeth Allen Rosenbaum"
"Spectre","Martin Weisz"
"Spectre","John Ottman"
"Spectre","David Nutter"
"Spectre","Stephan Elliott"
"Spectre","Mark L. Lester"
"Spectre","Mike Nawrocki"
"Spectre","Douglas Aarniokoski"
"Spectre","Lone Scherfig"
"Spectre","Brian Koppelman"
"Spectre","James Foley"
"Spectre","Mark Piznarski"
"Spectre","Mort Nathan"
"Spectre","Wil Shriner"
"Spectre","Martin McDonagh"
"Spectre","Tina Gordon Chism"
"Spectre","Peter Cattaneo"
"Spectre","Mary Lambert"
"Spectre","Peter Kassovitz"
"Spectre","Rodman Flender"
"Spectre","Katja von Garnier"
"Spectre","Mark Romanek"
"Spectre","Antonio Banderas"
"Spectre","Andrey Zvyagintsev"
"Spectre","Ryûhei Kitamura"
"Spectre","Darrell James Roodt"
"Spectre","Dito Montiel"
"Spectre","Stefan Ruzowitzky"
"Spectre","Jake Paltrow"
"Spectre","Juraj Jakubisko"
"Spectre","Gabe Ibáñez"
"Spectre","Gerry Lively"
"Spectre","Daniele Luchetti"
"Spectre","Derek Yee Tung-Sing"
"Spectre","Julien Temple"
"Spectre","Gregory Jacobs"
"Spectre","Gilles Paquet-Brenner"
"Spectre","John Cornell"
"Spectre","Vidhu Vinod Chopra"
"Spectre","Jamie Blanks"
"Spectre","Rick Famuyiwa"
"Spectre","Emilio Estevez"
"Spectre","Julian Schnabel"
"Spectre","Davis Guggenheim"
"Spectre","Danny Leiner"
"Spectre","Christopher Cain"
"Spectre","Theodore Melfi"
"Spectre","Ed Decter"
"Spectre","Gene Quintano"
"Spectre","Preston A. Whitmore II"
"Spectre","Kirk Wong"
"Spectre","Bronwen Hughes"
"Spectre","John Lafia"
"Spectre","Alex Garland"
"Spectre","Michael Polish"
"Spectre","Daisy von Scherler Mayer"
"Spectre","Lenny Abrahamson"
"Spectre","Craig Bolotin"
"Spectre","Blair Hayes"
"Spectre","Jez Butterworth"
"Spectre","Isabel Coixet"
"Spectre","Patrice Leconte"
"Spectre","Stephen Chbosky"
"Spectre","John H. Lee"
"Spectre","John Stainton"
"Spectre","Benedek Fliegauf"
"Spectre","Paul Schrader"
"Spectre","Stewart Hendler"
"Spectre","Mark Herman"
"Spectre","Abel Ferrara"
"Spectre","George Hickenlooper"
"Spectre","Kang Je-gyu"
"Spectre","Stéphane Aubier"
"Spectre","Tamra Davis"
"Spectre","Nima Nourizadeh"
"Spectre","Franklin J. Schaffner"
"Spectre","John Erick Dowdle"
"Spectre","David Moreau"
"Spectre","Christopher Erskin"
"Spectre","Brian Henson"
"Spectre","Dan Cutforth"
"Spectre","Jake Schreier"
"Spectre","Ernest R. Dickerson"
"Spectre","Lionel C. Martin"
"Spectre","Nicholas Jarecki"
"Spectre","Dean Israelite"
"Spectre","Darnell Martin"
"Spectre","Scott Alexander"
"Spectre","Stuart Gordon"
"Spectre","Fred Schepisi"
"Spectre","Antonia Bird"
"Spectre","Paolo Sorrentino"
"Spectre","Park Chan-wook"
"Spectre","Carroll Ballard"
"Spectre","Takeshi Kitano"
"Spectre","Marco Kreuzpaintner"
"Spectre","Lajos Koltai"
"Spectre","Alan Rudolph"
"Spectre","Lu Chuan"
"Spectre","Lijun Sun"
"Spectre","Takashi Yamazaki"
"Spectre","Timothy Hines"
"Spectre","Jamie Thraves"
"Spectre","Mabel Cheung"
"Spectre","Dan Mazer"
"Spectre","R.J. Cutler"
"Spectre","David S. Ward"
"Spectre","Barnaby Thompson"
"Spectre","Rob Pritts"
"Spectre","Brendan Malloy"
"Spectre","Gregory Poirier"
"Spectre","Simon Curtis"
"Spectre","Dewey Nicks"
"Spectre","Philip Saville"
"Spectre","Tim Blake Nelson"
"Spectre","William A. Graham"
"Spectre","Agnieszka Holland"
"Spectre","David Hackl"
"Spectre","Giuliano Montaldo"
"Spectre","Lisa Azuelos"
"Spectre","Ruairi Robinson"
"Spectre","Jaume Balagueró"
"Spectre","Léa Pool"
"Spectre","Floyd Mutrux"
"Spectre","Dean Wright"
"Spectre","Eric Lartigau"
"Spectre","Shintaro Shimosawa"
"Spectre","Darren Lynn Bousman"
"Spectre","Bernhard Wicki"
"Spectre","Carol Reed"
"Spectre","Marcus Raboy"
"Spectre","Leigh Whannell"
"Spectre","Peter Sollett"
"Spectre","Ciaran Foy"
"Spectre","Salim Akil"
"Spectre","Olatunde Osunsanmi"
"Spectre","Leon Ichaso"
"Spectre","Patricia Rozema"
"Spectre","Rob Schmidt"
"Spectre","Theodore Witcher"
"Spectre","Joel Edgerton"
"Spectre","Michael Patrick Jann"
"Spectre","Jorma Taccone"
"Spectre","Lorene Scafaria"
"Spectre","Marcus Dunstan"
"Spectre","Timothy Bjorklund"
"Spectre","François Girard"
"Spectre","Allan Arkush"
"Spectre","Eric Bross"
"Spectre","Dan Fogelman"
"Spectre","Luca Guadagnino"
"Spectre","Peter Medak"
"Spectre","Terence Davies"
"Spectre","Harley Cokeliss"
"Spectre","Jason Zada"
"Spectre","Noah Baumbach"
"Spectre","Rakesh Roshan"
"Spectre","Derrick Borte"
"Spectre","Richard Kwietniowski"
"Spectre","Joshua Seftel"
"Spectre","Claude Chabrol"
"Spectre","Jon Stewart"
"Spectre","Bigas Luna"
"Spectre","Ralph Fiennes"
"Spectre","Jake Scott"
"Spectre","Rafa Lara"
"Spectre","Michael Meredith"
"Spectre","Julio DePietro"
"Spectre","Katherine Dieckmann"
"Spectre","Kim Farrant"
"Spectre","Scott Marshall Smith"
"Spectre","Álex de la Iglesia"
"Spectre","Andrew Traucki"
"Spectre","Robert Adetuyi"
"Spectre","Kari Skogland"
"Spectre","Taedong Park"
"Spectre","Benedikt Erlingsson"
"Spectre","Gurinder Chadha"
"Spectre","Jason Connery"
"Spectre","Vic Sarin"
"Spectre","Sarik Andreasyan"
"Spectre","Julian Gilbey"
"Spectre","Gary Sherman"
"Spectre","Valeri Milev"
"Spectre","Gerald Potterton"
"Spectre","Kriv Stenders"
"Spectre","Yash Chopra"
"Spectre","Floria Sigismondi"
"Spectre","Ferzan Ozpetek"
"Spectre","Kris Isacsson"
"Spectre","Ben Younger"
"Spectre","Daniel Taplitz"
"Spectre","Linda Mendoza"
"Spectre","Hart Bochner"
"Spectre","Stewart Raffill"
"Spectre","Na Hong-jin"
"Spectre","Chatrichalerm Yukol"
"Spectre","Eric Lavaine"
"Spectre","Ole Christian Madsen"
"Spectre","Meiert Avis"
"Spectre","André Téchiné"
"Spectre","Martyn Pick"
"Spectre","Roland Suso Richter"
"Spectre","Jeremy Sims"
"Spectre","Maïwenn"
"Spectre","Ekachai Uekrongtham"
"Spectre","Mark Rydell"
"Spectre","David E. Talbert"
"Spectre","Nils Gaup"
"Spectre","Ari Sandel"
"Spectre","Kang Woo-Suk"
"Spectre","Vipul Amrutlal Shah"
"Spectre","Ken Loach"
"Spectre","Ayan Mukherjee"
"Spectre","Serdar Akar"
"Spectre","James Frawley"
"Spectre","Dan Gilroy"
"Spectre","Masayuki Ochiai"
"Spectre","Tom Gormican"
"Spectre","Justin Tipping"
"Spectre","Peter R. Hunt"
"Spectre","Doug Atchison"
"Spectre","Jonas Elmer"
"Spectre","Mary Harron"
"Spectre","Erik Canuel"
"Spectre","Fina Torres"
"Spectre","François Ozon"
"Spectre","Michael Corrente"
