"title","director_name"
"Spectre","Aleksandr Veledinskiy"
"Spectre","Peter Stebbings"
"Spectre","Dagur Kári"
"Spectre","Michael Gornick"
"Spectre","Amanda Gusack"
"Spectre","Jay Oliva"
"Spectre","Mark Young"
"Spectre","Eric Styles"
"Spectre","Brandon Cronenberg"
"Spectre","John Maclean"
"Spectre","Michael Landon Jr."
"Spectre","Lance Kawas"
"Spectre","Christian Sesma"
"Spectre","Kresten Vestbjerg Andersen"
"Spectre","Alex van Warmerdam"
"Spectre","Paweł Pawlikowski"
"Spectre","Tommy Lee Wallace"
"Spectre","Éric Tessier"
"Spectre","Michael D. Sellers"
"Spectre","Benni Diez"
"Spectre","Jaco Booyens"
"Spectre","Harmage Singh Kalirai"
"Spectre","Lance Mungia"
"Spectre","Hue Rhodes"
"Spectre","Phil Claydon"
"Spectre","Dave Payne"
"Spectre","Harald Reinl"
"Spectre","Mark Illsley"
"Spectre","Brad J. Silverman"
"Spectre","David M. Matthews"
"Spectre","Lluís Quílez"
"Spectre","Rebecca Miller"
"Spectre","Timothy Woodward Jr."
"Spectre","Ham Tran"
"Spectre","Rich Cowan"
"Spectre","Sadyk Sher-Niyaz"
"Spectre","Paul Donovan"
"Spectre","Justin Thomas Ostensen"
"Spectre","Panos Cosmatos"
"Spectre","Levan Gabriadze"
"Spectre","Bradley Parker"
"Spectre","Harold Cronk"
"Spectre","Takao Okawara"
"Spectre","Gia Coppola"
"Spectre","Paul Crowder"
"Spectre","Kevin Hamedani"
"Spectre","Jeffrey St. Jules"
"Spectre","Maryam Keshavarz"
"Spectre","Justin Molotnikov"
"Spectre","Olly Blackburn"
"Spectre","Caryn Waechter"
"Spectre","Neema Barnette"
"Spectre","Stephen Kijak"
"Spectre","Justin Paul Miller"
"Spectre","Kay Pollak"
"Spectre","Cassandra Nicolaou"
"Spectre","Étienne Faure"
"Spectre","Herb Freed"
"Spectre","Rachel Goldenberg"
"Spectre","Eugène Lourié"
"Spectre","Travis Cluff"
"Spectre","Lisanne Pajot"
"Spectre","Dan Reed"
"Spectre","Matt Johnson"
"Spectre","Andrew Leman"
"The Dark Knight Rises","Christopher Nolan"
"Spider-Man 3","Sam Raimi"
"Batman v Superman: Dawn of Justice","Zack Snyder"
"Batman v Superman: Dawn of Justice","Ben Affleck"
"Superman Returns","Bryan Singer"
"Superman Returns","Gus Van Sant"
"Superman Returns","John Ottman"
"Superman Returns","James Foley"
"Quantum of Solace","Marc Forster"
"Quantum of Solace","Martin Campbell"
"Quantum of Solace","James Foley"
"Quantum of Solace","Mathieu Amalric"
"Pirates of the Caribbean: Dead Man's Chest","Gore Verbinski"
"The Lone Ranger","Gore Verbinski"
"The Lone Ranger","Martin Campbell"
"The Lone Ranger","McG"
"The Lone Ranger","Michael Apted"
"The Lone Ranger","Will Finn"
"The Lone Ranger","Don Michael Paul"
"The Lone Ranger","John Lee Hancock"
"The Lone Ranger","Des McAnuff"
"The Lone Ranger","Gary Goldman"
"The Lone Ranger","Fergal Reilly"
"The Lone Ranger","Wych Kaosayananda"
"The Lone Ranger","Mikael Salomon"
"The Lone Ranger","Kinka Usher"
"The Lone Ranger","Doug Lefler"
"The Lone Ranger","Michael Lembeck"
"The Lone Ranger","Demian Lichtenstein"
"The Lone Ranger","David McNally"
"The Lone Ranger","Robert Stevenhagen"
"The Lone Ranger","Matthew O'Callaghan"
"The Lone Ranger","Chuck Bowman"
"The Lone Ranger","Simon Wincer"
"The Lone Ranger","Brian Gibson"
"The Lone Ranger","Mark Pellington"
"The Lone Ranger","Stephen T. Kay"
"The Lone Ranger","Jerry Jameson"
"The Lone Ranger","Mic Rodgers"
"The Lone Ranger","Marc F. Adler"
"The Lone Ranger","Geoffrey Sax"
"The Lone Ranger","John Luessenhop"
"The Lone Ranger","Don Scardino"
"The Lone Ranger","J.B. Rogers"
"The Lone Ranger","Tim McCanlies"
"The Lone Ranger","Paul Michael Glaser"
"The Lone Ranger","Mike Disa"
"The Lone Ranger","Niels Arden Oplev"
"The Lone Ranger","Steve Boyum"
"The Lone Ranger","Norton Virgien"
"The Lone Ranger","Andrew Morahan"
"The Lone Ranger","Michael Pressman"
"The Lone Ranger","Craig R. Baxley"
"The Lone Ranger","Jeffrey W. Byrd"
"The Lone Ranger","Douglas McGrath"
"The Lone Ranger","Stuart Gillard"
"The Lone Ranger","Jun Falkenstein"
"The Lone Ranger","Gary Nelson"
"The Lone Ranger","Frank Nissen"
"The Lone Ranger","Damon Santostefano"
"The Lone Ranger","Matthew Diamond"
"The Lone Ranger","Mike Barker"
"The Lone Ranger","Brandon Camp"
"The Lone Ranger","Kevin Tancharoen"
"The Lone Ranger","Mike Marvin"
"The Lone Ranger","Brian A Miller"
"The Lone Ranger","John Fortenberry"
"The Lone Ranger","Erik White"
"The Lone Ranger","Robert Harmon"
"The Lone Ranger","Gary Halvorson"
"The Lone Ranger","Jack Smight"
"The Lone Ranger","Perry Andelin Blake"
"The Lone Ranger","Allen Coulter"
"The Lone Ranger","Clare Kilner"
"The Lone Ranger","Matt Williams"
"The Lone Ranger","Elizabeth Allen Rosenbaum"
"The Lone Ranger","David Nutter"
"The Lone Ranger","Steve Gomer"
"The Lone Ranger","RZA"
"The Lone Ranger","Mark Piznarski"
"The Lone Ranger","Gabe Ibáñez"
"The Lone Ranger","Christopher Cain"
"The Lone Ranger","Blair Hayes"
"The Lone Ranger","William Dear"
"The Lone Ranger","Christopher Erskin"
"The Lone Ranger","Jake Schreier"
"The Lone Ranger","Timothy Hines"
"The Lone Ranger","David Winters"
"The Lone Ranger","Philip Saville"
"The Lone Ranger","William A. Graham"
"The Lone Ranger","Marcus Raboy"
"The Lone Ranger","Bob Dolman"
"The Lone Ranger","David Lowery"
"The Lone Ranger","Theodore Witcher"
"The Lone Ranger","Timothy Bjorklund"
"The Lone Ranger","John Putch"
"The Lone Ranger","Alan Metter"
"The Lone Ranger","Martyn Pick"
"The Lone Ranger","Tom Elkins"
"The Lone Ranger","James Frawley"
"The Lone Ranger","Peter R. Hunt"
"The Lone Ranger","Marc Schölermann"
"The Lone Ranger","Charles Robert Carner"
"The Lone Ranger","Aaron Schneider"
"The Lone Ranger","Dick Richards"
"The Lone Ranger","Alex Zamm"
"The Lone Ranger","Sterling Van Wagenen"
"The Lone Ranger","Robert Stevenson"
"The Lone Ranger","Gary Hardwick"
"The Lone Ranger","Dominique Othenin-Girard"
"The Lone Ranger","Matt Piedmont"
"The Lone Ranger","Deb Hagan"
"The Lone Ranger","Jim O'Hanlon"
"The Lone Ranger","Charles Matthau"
"The Lone Ranger","Collin Schiffli"
"The Lone Ranger","Rob Hedden"
"The Lone Ranger","Gonzalo López-Gallego"
"The Lone Ranger","Richard Wallace"
"The Lone Ranger","Peter DeLuise"
"The Lone Ranger","Robert Lee King"
"The Lone Ranger","Peter H. Hunt"
"The Lone Ranger","Peter Stebbings"
"The Lone Ranger","Michael Gornick"
"The Lone Ranger","Robert Cary"
"The Lone Ranger","Amanda Gusack"
"The Lone Ranger","Daniel Petrie, Jr."
"The Lone Ranger","Christopher Leitch"
"The Lone Ranger","Michael Landon Jr."
"The Lone Ranger","Darin Scott"
"The Lone Ranger","Christian Sesma"
"The Lone Ranger","Tommy Lee Wallace"
"The Lone Ranger","Don Taylor"
"The Lone Ranger","Michael D. Sellers"
"The Lone Ranger","John Murlowski"
"The Lone Ranger","David Hand"
"The Lone Ranger","Anthony O'Brien"
"The Lone Ranger","Bob Giraldi"
"The Lone Ranger","Lance Mungia"
"The Lone Ranger","Hue Rhodes"
"The Lone Ranger","Phil Claydon"
"The Lone Ranger","Tanner Beard"
"The Lone Ranger","Tony Krantz"
"The Lone Ranger","Brad J. Silverman"
"The Lone Ranger","David M. Matthews"
"The Lone Ranger","Newt Arnold"
"The Lone Ranger","Russell Friedenberg"
"The Lone Ranger","Leslie H. Martinson"
"The Lone Ranger","Rich Cowan"
"The Lone Ranger","David Boyd"
"The Lone Ranger","Matthew R. Anderson"
"The Lone Ranger","Craig Johnson"
"The Lone Ranger","Marc Levin"
"The Lone Ranger","Paul Crowder"
"The Lone Ranger","Nick Tomnay"
"The Lone Ranger","Katherine Brooks"
"The Lone Ranger","D. Stevens"
"The Lone Ranger","Jeffrey St. Jules"
"The Lone Ranger","Ralph Nelson"
"The Lone Ranger","Ryan Little"
"The Lone Ranger","Gene Teigland"
"The Lone Ranger","John 'Bud' Cardos"
"The Lone Ranger","Joseph Dorman"
"The Lone Ranger","Neema Barnette"
"The Lone Ranger","Sol Tryon"
"The Lone Ranger","Stephen Kijak"
"The Lone Ranger","Joel Paul Reisig"
"The Lone Ranger","Kay Pollak"
"The Lone Ranger","Jack Perez"
"The Lone Ranger","Rachel Goldenberg"
"The Lone Ranger","Al Silliman Jr."
"The Lone Ranger","James Kerwin"
"The Lone Ranger","Lisanne Pajot"
"The Lone Ranger","Dan Reed"
"The Lone Ranger","László Benedek"
"The Lone Ranger","Joseph Green"
"The Lone Ranger","Daniel Mellitz"
"The Lone Ranger","Andrew Leman"
"The Lone Ranger","Thomas L. Phillips"
"Man of Steel","Zack Snyder"
"Man of Steel","David S. Goyer"
"The Chronicles of Narnia: Prince Caspian","Andrew Adamson"
"The Chronicles of Narnia: Prince Caspian","Mike Newell"
"The Chronicles of Narnia: Prince Caspian","Michael Apted"
"The Chronicles of Narnia: Prince Caspian","Breck Eisner"
"The Chronicles of Narnia: Prince Caspian","David Silverman"
"The Chronicles of Narnia: Prince Caspian","Mikael Håfström"
"The Chronicles of Narnia: Prince Caspian","Harald Zwart"
"The Chronicles of Narnia: Prince Caspian","Frank Marshall"
"The Chronicles of Narnia: Prince Caspian","Steve Miner"
"The Chronicles of Narnia: Prince Caspian","Charles Martin Smith"
"The Chronicles of Narnia: Prince Caspian","Susanna White"
"The Chronicles of Narnia: Prince Caspian","Lasse Hallström"
"The Chronicles of Narnia: Prince Caspian","Mitch Davis"
"The Chronicles of Narnia: Prince Caspian","Don Taylor"
"Pirates of the Caribbean: On Stranger Tides","Gore Verbinski"
"Pirates of the Caribbean: On Stranger Tides","Bill Condon"
"Pirates of the Caribbean: On Stranger Tides","Joachim Rønning"
"Men in Black 3","Barry Sonnenfeld"
"Men in Black 3","Dean Parisot"
"Men in Black 3","Rob Letterman"
"Men in Black 3","Peter Segal"
"Men in Black 3","Damon Santostefano"
"Men in Black 3","Tommy Lee Jones"
"The Hobbit: The Battle of the Five Armies","Peter Jackson"
"The Hobbit: The Battle of the Five Armies","Chris Miller"
"The Hobbit: The Battle of the Five Armies","Fergal Reilly"
"The Hobbit: The Battle of the Five Armies","Miguel Sapochnik"
"The Hobbit: The Battle of the Five Armies","Richard J. Lewis"
"Robin Hood","Martin Campbell"
"Robin Hood","Mike Newell"
"Robin Hood","Roland Joffé"
"Robin Hood","Michael Apted"
"Robin Hood","Gavin Hood"
"Robin Hood","Ron Howard"
"Robin Hood","Kenneth Branagh"
"Robin Hood","Joe Wright"
"Robin Hood","Edward Zwick"
"Robin Hood","Guy Ritchie"
"Robin Hood","Mark Steven Johnson"
"Robin Hood","Roger Donaldson"
"Robin Hood","Patrick Hughes"
"Robin Hood","Ericson Core"
"Robin Hood","Don Michael Paul"
"Robin Hood","Sergei Bodrov"
"Robin Hood","Timur Bekmambetov"
"Robin Hood","Jean-Jacques Annaud"
"Robin Hood","Jon Amiel"
"Robin Hood","Stephen Hopkins"
"Robin Hood","Kevin Costner"
"Robin Hood","Des McAnuff"
"Robin Hood","Fergal Reilly"
"Robin Hood","Clark Johnson"
"Robin Hood","Randall Wallace"
"Robin Hood","Wych Kaosayananda"
"Robin Hood","Mikael Salomon"
"Robin Hood","Michael Caton-Jones"
"Robin Hood","Mikael Håfström"
"Robin Hood","Phil Alden Robinson"
"Robin Hood","Kinka Usher"
"Robin Hood","Taylor Hackford"
"Robin Hood","Demian Lichtenstein"
"Robin Hood","Robert Redford"
"Robin Hood","Harald Zwart"
"Robin Hood","Uwe Boll"
"Robin Hood","John Madden"
"Robin Hood","Alan Parker"
"Robin Hood","Richard Lester"
"Robin Hood","Phyllida Lloyd"
"Robin Hood","David Dobkin"
"Robin Hood","Paul Hunter"
"Robin Hood","Brian Helgeland"
"Robin Hood","Richard Loncraine"
"Robin Hood","Peter Webber"
"Robin Hood","Warren Beatty"
"Robin Hood","Russell Mulcahy"
"Robin Hood","Peter Howitt"
"Robin Hood","John Schultz"
"Robin Hood","Oliver Parker"
"Robin Hood","Brian Gibson"
"Robin Hood","Paul McGuigan"
"Robin Hood","Kelly Makin"
"Robin Hood","Pat O'Connor"
"Robin Hood","Stephen T. Kay"
"Robin Hood","Mic Rodgers"
"Robin Hood","Marc F. Adler"
"Robin Hood","Geoffrey Sax"
"Robin Hood","Sergei Bodrov Jr."
"Robin Hood","Norman Jewison"
"Robin Hood","David Leland"
"Robin Hood","Kirk Jones"
"Robin Hood","Charles Martin Smith"
"Robin Hood","Kevin Rodney Sullivan"
"Robin Hood","Peter Yates"
"Robin Hood","Bille August"
"Robin Hood","Jean-Paul Rappeneau"
"Robin Hood","George Tillman, Jr."
"Robin Hood","Scott Speer"
"Robin Hood","Danny Cannon"
"Robin Hood","J.B. Rogers"
"Robin Hood","Lee Toland Krieger"
"Robin Hood","Paul Michael Glaser"
"Robin Hood","Kevin Hooks"
"Robin Hood","Gavin O'Connor"
"Robin Hood","Niels Arden Oplev"
"Robin Hood","Michael Radford"
"Robin Hood","Steve Boyum"
"Robin Hood","Frédéric Auburtin"
"Robin Hood","Maksim Fadeev"
"Robin Hood","Richard Attenborough"
"Robin Hood","Richard Eyre"
"Robin Hood","Andrew Morahan"
"Robin Hood","Michael Hoffman"
"Robin Hood","Michael Pressman"
"Robin Hood","Fred Wolf"
"Robin Hood","Steve Bendelack"
"Robin Hood","Kirsten Sheridan"
"Robin Hood","Nigel Cole"
"Robin Hood","Dexter Fletcher"
"Robin Hood","Sylvain White"
"Robin Hood","Steve Barron"
"Robin Hood","Pascal Chaumeil"
"Robin Hood","Craig R. Baxley"
"Robin Hood","Jérôme Deschamps"
"Robin Hood","Jonathan English"
"Robin Hood","Douglas McGrath"
"Robin Hood","Richard Williams"
"Robin Hood","Uli Edel"
"Robin Hood","Laurence Dunmore"
"Robin Hood","Rowan Joffe"
"Robin Hood","John Curran"
"Robin Hood","Stuart Gillard"
"Robin Hood","John Duigan"
"Robin Hood","Jun Falkenstein"
"Robin Hood","Gary Nelson"
"Robin Hood","Frank Nissen"
"Robin Hood","Michael O. Sajbel"
"Robin Hood","Damon Santostefano"
"Robin Hood","Paul Gross"
"Robin Hood","Matthew Diamond"
"Robin Hood","Mike Barker"
"Robin Hood","Gnana Rajasekaran"
"Robin Hood","Anand Tucker"
"Robin Hood","Anthony Mann"
"Robin Hood","Brandon Camp"
"Robin Hood","John Boorman"
"Robin Hood","Mike Marvin"
"Robin Hood","Gregor Jordan"
"Robin Hood","Cory Edwards"
"Robin Hood","Robert Harmon"
"Robin Hood","Trent Cooper"
"Robin Hood","Gary Halvorson"
"Robin Hood","Jim Goddard"
"Robin Hood","Guillaume Ivernel"
"Robin Hood","Vadim Perelman"
"Robin Hood","Perry Andelin Blake"
"Robin Hood","Peter Flinth"
"Robin Hood","Peter Kosminsky"
"Robin Hood","Clare Kilner"
"Robin Hood","Gérard Krawczyk"
"Robin Hood","Udayan Prasad"
"Robin Hood","Gillian Armstrong"
"Robin Hood","David Nutter"
"Robin Hood","Douglas Aarniokoski"
"Robin Hood","James Foley"
"Robin Hood","RZA"
"Robin Hood","Mark Piznarski"
"Robin Hood","Tina Gordon Chism"
"Robin Hood","Peter Cattaneo"
"Robin Hood","Katja von Garnier"
"Robin Hood","Gabe Ibáñez"
"Robin Hood","Julien Temple"
"Robin Hood","Gilles Paquet-Brenner"
"Robin Hood","Franco Zeffirelli"
"Robin Hood","Emilio Estevez"
"Robin Hood","Christopher Cain"
"Robin Hood","Bronwen Hughes"
"Robin Hood","Daisy von Scherler Mayer"
"Robin Hood","John Cromwell"
"Robin Hood","Mark Herman"
"Robin Hood","Christopher Erskin"
"Robin Hood","Antonia Bird"
"Robin Hood","Marco Kreuzpaintner"
"Robin Hood","Lijun Sun"
"Robin Hood","Timothy Hines"
"Robin Hood","David Winters"
"Robin Hood","David S. Ward"
"Robin Hood","Philip Saville"
"Robin Hood","Martin Ritt"
"Robin Hood","Giuliano Montaldo"
"Robin Hood","Dean Wright"
"Robin Hood","Marcus Raboy"
"Robin Hood","Bob Dolman"
"Robin Hood","Leon Ichaso"
"Robin Hood","Theodore Witcher"
"Robin Hood","François Girard"
"Robin Hood","Eric Bross"
"Robin Hood","John Putch"
"Robin Hood","Peter Medak"
"Robin Hood","Eric Blakeney"
"Robin Hood","Derrick Borte"
"Robin Hood","Mel Smith"
"Robin Hood","Jake Scott"
"Robin Hood","Kari Skogland"
"Robin Hood","Jason Connery"
"Robin Hood","Vic Sarin"
"Robin Hood","Sarik Andreasyan"
"Robin Hood","Valeri Milev"
"Robin Hood","Linda Mendoza"
"Robin Hood","Peter Faiman"
"Robin Hood","Martyn Pick"
"Robin Hood","Roland Suso Richter"
"Robin Hood","Jeremy Sims"
"Robin Hood","Ken Shapiro"
"Robin Hood","Peter R. Hunt"
"Robin Hood","Edward Hall"
"Robin Hood","Keith Gordon"
"Robin Hood","Marc Schölermann"
"Robin Hood","Coky Giedroyc"
"Robin Hood","Tony Richardson"
"Robin Hood","Claude Miller"
"Robin Hood","Vincent Paronnaud"
"Robin Hood","Ernie Barbarash"
"Robin Hood","Dick Richards"
"Robin Hood","Alex Zamm"
"Robin Hood","Vladlen Barbe"
"Robin Hood","Richard Rich"
"Robin Hood","Mark Tonderai"
"Robin Hood","Rachel Perkins"
"Robin Hood","George Roy Hill"
"Robin Hood","Dominique Othenin-Girard"
"Robin Hood","Matt Piedmont"
"Robin Hood","Deb Hagan"
"Robin Hood","Sylvio Tabet"
"Robin Hood","Fred Zinnemann"
"Robin Hood","Perry Lang"
"Robin Hood","Jim O'Hanlon"
"Robin Hood","Charles Matthau"
"Robin Hood","Gary Sinyor"
"Robin Hood","Collin Schiffli"
"Robin Hood","Henry Koster"
"Robin Hood","George T. Miller"
"Robin Hood","Ronan Chapalain"
"Robin Hood","Gabriela Tagliavini"
"Robin Hood","Mike van Diem"
"Robin Hood","Mateo Gil"
"Robin Hood","Kabir Sadanand"
"Robin Hood","Peter DeLuise"
"Robin Hood","Kevin Sullivan"
"Robin Hood","Ivan Engler"
"Robin Hood","Ed Gass-Donnelly"
"Robin Hood","Roger Avary"
"Robin Hood","Dave McKean"
"Robin Hood","Stefan Schwartz"
"Robin Hood","Robert Lee King"
"Robin Hood","Aleksandr Veledinskiy"
"Robin Hood","Peter H. Hunt"
"Robin Hood","Peter Stebbings"
"Robin Hood","Dagur Kári"
"Robin Hood","Michael Gornick"
"Robin Hood","Salvador Carrasco"
"Robin Hood","Amanda Gusack"
"Robin Hood","Eldar Rapaport"
"Robin Hood","Nathan Frankowski"
"Robin Hood","Damien O'Donnell"
"Robin Hood","Michael Landon Jr."
"Robin Hood","Christian Sesma"
"Robin Hood","Kresten Vestbjerg Andersen"
"Robin Hood","Don Taylor"
"Robin Hood","Éric Tessier"
"Robin Hood","Michael D. Sellers"
"Robin Hood","John Murlowski"
"Robin Hood","Robby Henson"
"Robin Hood","Harmage Singh Kalirai"
"Robin Hood","Petter Næss"
"Robin Hood","Robert Mulligan"
"Robin Hood","Sylvain Chomet"
"Robin Hood","Henry King"
"Robin Hood","Bob Giraldi"
"Robin Hood","Lance Mungia"
"Robin Hood","Hue Rhodes"
"Robin Hood","Phil Claydon"
"Robin Hood","Dave Payne"
"Robin Hood","Harald Reinl"
"Robin Hood","J. Lee Thompson"
"Robin Hood","Richard Boddington"
"Robin Hood","Mark Illsley"
"Robin Hood","Brad J. Silverman"
"Robin Hood","David M. Matthews"
"Robin Hood","Lluís Quílez"
"Robin Hood","Newt Arnold"
"Robin Hood","Rich Cowan"
"Robin Hood","Sadyk Sher-Niyaz"
"Robin Hood","Regardt van den Bergh"
"Robin Hood","Levan Gabriadze"
"Robin Hood","Harold Cronk"
"Robin Hood","Marc Levin"
"Robin Hood","Paul Crowder"
"Robin Hood","Anthony Powell"
"Robin Hood","Katherine Brooks"
"Robin Hood","Mary Pat Kelly"
"Robin Hood","Kevin Hamedani"
"Robin Hood","Justin Molotnikov"
"Robin Hood","Marilyn Agrelo"
"Robin Hood","Neema Barnette"
"Robin Hood","Stephen Kijak"
"Robin Hood","Michael Hoffman Jr."
"Robin Hood","Joel Paul Reisig"
"Robin Hood","Kay Pollak"
"Robin Hood","Sue Corcoran"
"Robin Hood","Niall Johnson"
"Robin Hood","Eric Mendelsohn"
"Robin Hood","Étienne Faure"
"Robin Hood","Rachel Goldenberg"
"Robin Hood","Jamin Winans"
"Robin Hood","Al Silliman Jr."
"Robin Hood","Lisanne Pajot"
"Robin Hood","Dan Reed"
"Robin Hood","László Benedek"
"Robin Hood","Damir Catic"
"Robin Hood","Thomas L. Phillips"
"The Hobbit: The Desolation of Smaug","Peter Jackson"
"The Golden Compass","Chris Weitz"
"The Golden Compass","Christophe Gans"
"The Golden Compass","Beeban Kidron"
"The Golden Compass","Mike Barker"
"The Golden Compass","James Foley"
"King Kong","Peter Jackson"
"King Kong","Matt Reeves"
"King Kong","Joe Johnston"
"King Kong","Breck Eisner"
"King Kong","Brad Peyton"
"King Kong","Pitof"
"King Kong","James Algar"
"King Kong","Andrew Douglas"
"King Kong","Timothy Hines"
"King Kong","Michael D. Sellers"
"Titanic","James Cameron"
"Titanic","Bill Condon"
